Iteration,Setpoint Average,Resources Harvested,Net Reward,Standard Deviation for Setpoints,Duration (seconds),,
1,0,0,0.0,0,0,,
2,-55,0,568.738546,42,6,,
3,-45,2,1688.03852,54,8,,
