Iteration,Setpoint Average,Resources Harvested,Net Reward,Standard Deviation for Setpoints,Duration (seconds),,
67,-55,0,477.078062,42,6,,
68,-55,0,443.751101,43,6,,
69,-58,1,2036.233514,51,8,,
70,-55,1,1484.007072,50,7,,
71,-55,1,2310.430478,46,8,,
72,-51,3,1906.855574,51,9,,
73,-50,1,2835.279054,49,8,,
74,-55,0,472.225673,42,6,,
75,-51,1,2889.734925,44,8,,
76,-51,1,4241.723637,56,9,,
77,-54,0,428.988503,42,6,,
78,-56,0,407.811383,46,7,,
79,-41,4,8646.30794,61,10,,
80,-51,1,1770.127521,45,8,,
81,-54,0,448.511706,42,6,,
82,-54,1,579.782829,42,7,,
83,-57,2,1184.986205,51,8,,
84,-59,5,3157.120062,56,9,,
85,-56,1,476.312625,49,7,,
86,-52,1,423.76423,39,6,,
87,-47,1,5662.032399,47,8,,
88,-55,0,470.857323,42,6,,
89,-55,0,466.122026,42,6,,
90,-55,0,465.170527,42,6,,
91,-55,0,647.556549,43,6,,
92,-55,0,725.867834,42,6,,
93,-56,1,404.359581,47,7,,
94,-59,2,1285.636731,57,9,,
95,-50,5,4480.927431,54,11,,
96,-53,1,433.070063,40,6,,
97,-55,0,1185.43111,42,6,,
98,-54,0,408.902645,42,6,,
99,-55,0,442.678175,42,6,,
100,-54,1,418.575411,40,6,,
101,-54,2,4008.564089,47,9,,
102,-51,2,7837.540985,52,9,,
103,-55,0,429.876954,43,6,,
104,-55,0,488.788638,42,6,,
105,-55,0,704.444796,43,6,,
106,-55,0,710.835199,42,6,,
107,-54,0,407.833479,40,6,,
108,-55,0,421.882109,42,6,,
109,-57,2,1084.137853,48,7,,
110,-55,0,583.501407,42,6,,
111,-54,1,1737.044347,49,8,,
112,-54,0,443.947098,41,6,,
113,-55,0,473.722183,42,6,,
114,-58,3,1033.948483,54,9,,
115,-47,2,5241.254395,47,9,,
116,-55,0,461.055215,43,6,,
117,-51,2,1437.202,54,9,,
118,-55,0,483.556356,42,6,,
119,-54,0,921.602222,41,6,,
120,-49,1,2619.360706,55,8,,
121,-56,3,2765.197603,48,7,,
122,-57,1,1863.967665,48,8,,
123,-54,0,462.483182,42,6,,
124,-56,2,6105.206227,49,9,,
125,-60,2,2971.684375,57,9,,
126,-55,0,456.342998,43,6,,
127,-55,0,529.497356,42,6,,
128,-57,1,463.75857,50,7,,
129,-57,1,1494.611203,48,7,,
130,-48,1,5873.852483,55,8,,
131,-57,2,823.330605,50,8,,
132,-57,1,847.550287,49,7,,
133,-55,0,562.897476,43,6,,
134,-57,0,472.066682,49,7,,
135,-45,2,1407.672945,60,9,,
136,-53,1,840.379742,40,6,,
137,-48,1,6564.879417,47,8,,
138,-56,2,3248.838762,52,8,,
139,-50,1,2885.627607,43,8,,
140,-50,3,2843.430157,48,9,,
141,-55,0,454.572824,43,6,,
142,-52,3,474.81457,44,8,,
143,-45,3,23515.991911,48,11,,
144,-55,2,2706.526467,47,8,,
145,-55,0,445.604289,42,6,,
146,-56,1,480.911392,46,7,,
147,-55,0,690.337191,42,6,,
148,-57,2,2799.440849,51,10,,
149,-55,0,497.561849,42,6,,
150,-55,0,442.498452,42,6,,
151,-57,1,545.277673,50,7,,
152,-55,0,439.960056,42,6,,
153,-48,2,5869.158143,59,9,,
154,-55,0,456.334573,42,6,,
155,-57,1,1140.105514,48,7,,
156,-52,1,477.945496,44,7,,
157,-54,0,2212.105473,42,6,,
158,-58,1,1303.522342,51,8,,
159,-52,1,401.644062,42,7,,
160,-55,0,430.653018,42,6,,
161,-55,0,444.818303,42,6,,
162,-55,2,3479.703629,46,8,,
163,-55,1,435.692409,44,7,,
164,-55,0,633.36429,42,6,,
165,-55,0,448.717527,42,6,,
166,-58,2,2434.335744,52,9,,
167,-57,2,638.744671,47,7,,
168,-53,2,2820.176976,46,8,,
169,-55,0,421.520005,42,6,,
170,-55,1,462.222396,44,7,,
171,-54,0,656.867676,42,6,,
172,-55,0,437.067693,43,6,,
173,-55,2,1072.701451,46,7,,
174,-55,0,813.060903,42,6,,
175,-49,2,1353.156054,59,9,,
176,-54,0,438.520392,41,6,,
177,-52,1,1851.957571,43,8,,
178,-53,3,4454.661268,43,8,,
179,-54,0,641.046859,41,6,,
180,-54,0,483.695092,42,6,,
181,-54,1,567.160522,44,7,,
182,-51,1,957.520712,43,7,,
183,-46,1,8739.33335,54,8,,
184,-57,1,1174.77593,49,7,,
185,-54,0,421.253063,41,6,,
186,-49,3,1476.1512,43,10,,
187,-54,0,999.705334,42,6,,
188,-50,0,417.818713,65,18,,
189,-53,1,1151.629506,41,6,,
190,-58,2,2652.776056,53,8,,
191,-50,2,6827.421413,64,9,,
192,-54,0,552.560864,42,6,,
193,-55,2,3452.424267,48,8,,
194,-54,0,428.738494,41,6,,
195,-53,1,1665.473446,44,8,,
196,-54,0,517.70202,42,6,,
197,-55,0,698.438201,42,6,,
198,-58,3,2955.809796,55,9,,
199,-55,0,445.377176,43,6,,
200,-54,1,2514.132299,45,8,,
201,-55,0,876.154799,42,6,,
202,-54,1,519.639418,46,7,,
203,-52,1,2747.032607,43,8,,
204,-59,4,13409.562776,57,11,,
205,-51,1,437.326184,40,7,,
206,-54,1,459.994914,42,7,,
207,-51,2,1819.818938,46,7,,
208,-55,0,420.698135,42,6,,
209,-56,0,450.950572,47,7,,
210,-55,0,590.83095,43,6,,
211,-59,2,516.947525,53,8,,
212,-51,3,623.008652,41,10,,
213,-55,0,461.427252,42,6,,
214,-57,1,483.582491,49,7,,
215,-49,1,2499.569461,46,7,,
216,-56,1,552.576865,48,7,,
217,-52,1,840.492998,47,8,,
218,-50,3,1133.010744,41,9,,
219,-52,1,2842.352819,43,8,,
220,-48,4,14926.047629,61,12,,
221,-52,2,6375.580974,63,10,,
222,-55,0,455.055936,42,6,,
223,-55,1,501.57411,45,7,,
224,-53,0,402.641898,40,6,,
225,-55,0,412.955074,42,6,,
226,-54,2,2688.129095,53,9,,
227,-54,0,421.555864,41,6,,
228,-53,1,446.524243,41,7,,
229,-55,0,465.281292,43,6,,
230,-55,2,444.326063,46,8,,
231,-54,1,454.152206,42,6,,
232,-51,3,1108.342738,60,9,,
233,-55,0,450.414297,42,6,,
234,-55,4,2175.33037,60,10,,
235,-55,0,937.964107,43,6,,
236,-56,1,1265.748741,49,7,,
237,-50,2,4550.891696,49,8,,
238,-58,1,1030.967665,50,7,,
239,-54,0,461.284915,42,6,,
240,-56,3,1769.921878,52,8,,
241,-49,1,5133.435425,55,8,,
242,-55,0,447.540076,42,6,,
243,-55,0,483.030937,43,6,,
244,-51,1,469.947376,43,7,,
245,-54,0,434.483057,42,6,,
246,-59,1,533.148522,54,8,,
247,-54,0,477.784915,42,6,,
248,-54,1,412.759722,41,6,,
249,-55,0,454.079815,43,6,,
250,-52,2,2439.092441,49,9,,
251,-54,3,657.105015,56,8,,
252,-53,3,7322.759108,65,10,,
253,-56,3,2910.10923,49,8,,
254,-47,3,5520.301103,48,9,,
255,-54,0,385.936871,41,6,,
256,-51,1,1313.170325,47,7,,
257,-55,0,546.125976,43,6,,
258,-50,2,3342.105279,55,8,,
259,-55,0,404.414971,42,6,,
260,-54,0,429.060292,42,6,,
261,-55,0,710.183616,43,6,,
262,-56,0,437.272601,44,6,,
263,-50,1,3690.252045,49,8,,
264,-45,4,13054.515176,60,11,,
265,-55,0,467.838798,43,6,,
266,-53,3,8302.682689,47,9,,
267,-55,0,451.009385,43,6,,
268,-52,1,858.78913,40,6,,
269,-50,2,5625.37013,47,10,,
270,-52,1,2553.499162,41,7,,
271,-53,1,423.21491,41,6,,
272,-50,4,11471.831093,55,12,,
273,-55,0,440.362975,42,6,,
274,-49,1,5791.763633,48,8,,
275,-50,3,4689.538958,52,9,,
276,-48,3,5565.315246,51,9,,
277,-50,2,1850.609871,50,8,,
278,-55,0,444.648897,42,6,,
279,-55,0,404.73112,42,6,,
280,-55,0,436.531744,42,6,,
281,-54,0,413.369553,42,6,,
282,-55,0,466.640516,42,6,,
283,-56,2,901.499354,54,8,,
284,-54,0,425.351432,42,6,,
285,-55,2,5210.428081,47,9,,
286,-54,0,431.993015,41,6,,
287,-53,1,2411.244673,44,8,,
288,-51,3,6540.225782,57,10,,
289,-54,0,423.195353,42,6,,
290,-53,5,19339.617649,69,14,,
291,-55,0,666.257936,42,6,,
292,-50,3,6699.796306,53,11,,
293,-50,1,3945.929426,43,8,,
294,-56,0,472.062034,44,6,,
295,-45,3,8446.752264,54,10,,
296,-55,0,500.268551,42,6,,
297,-56,0,758.494257,44,6,,
298,-55,0,447.398245,42,6,,
299,-43,4,11207.108851,63,12,,
300,-54,1,960.903378,47,7,,
301,-53,3,3553.798428,45,9,,
302,-56,2,456.975547,47,7,,
303,-60,5,7149.344337,62,12,,
304,-51,1,782.21267,48,7,,
305,-56,0,482.632328,44,6,,
306,-52,1,5772.655498,43,8,,
307,-55,0,417.64109,42,6,,
308,-45,2,10008.510995,53,8,,
309,-55,1,473.902084,46,7,,
310,-49,2,2567.540063,50,9,,
311,-57,2,556.203846,50,7,,
312,-55,0,461.322237,42,6,,
313,-55,0,697.305224,42,6,,
314,-49,4,8092.915705,53,9,,
315,-52,1,3757.924444,43,8,,
316,-53,4,1879.762827,51,9,,
317,-56,1,850.543104,48,7,,
318,-54,3,3067.993923,48,9,,
319,-51,2,2307.606002,41,8,,
320,-52,1,494.086856,45,7,,
321,-56,2,1449.607312,47,8,,
322,-54,0,433.423229,41,6,,
323,-53,2,1780.490506,51,8,,
324,-53,1,1355.196953,47,8,,
325,-55,0,1517.643867,42,6,,
326,-55,0,426.221956,42,6,,
327,-55,1,439.652041,43,6,,
328,-50,2,2583.599809,49,9,,
329,-51,1,2674.157564,45,8,,
330,-54,0,460.150368,41,6,,
331,-55,0,605.975274,43,6,,
332,-55,1,1727.777455,46,7,,
333,-47,1,4020.53483,46,8,,
334,-42,4,11137.345991,52,11,,
335,-55,1,496.019343,47,7,,
336,-54,0,435.899867,42,6,,
337,-54,1,459.950769,41,6,,
338,-48,4,4423.822155,54,12,,
339,-53,2,3743.291119,47,10,,
340,-55,1,446.078416,44,7,,
341,-50,2,2791.044381,43,8,,
342,-45,2,8789.496727,53,9,,
343,-59,6,11810.688788,58,13,,
344,-57,2,5731.072039,54,10,,
345,-48,6,4543.362628,57,15,,
346,-41,8,11792.391867,74,14,,
347,-57,2,763.078263,53,8,,
348,-50,1,4424.376661,44,8,,
349,-51,1,5066.738159,56,8,,
350,-55,0,844.60783,42,6,,
351,-45,4,21768.366912,54,13,,
352,-58,1,565.70817,51,7,,
353,-48,1,6638.5421,48,8,,
354,-49,2,1431.185003,56,10,,
355,-53,2,5121.858585,45,9,,
356,-55,1,507.78162,46,7,,
357,-41,5,24117.140617,86,14,,
358,-50,1,1067.575355,50,8,,
359,-51,1,1990.169329,51,8,,
360,-55,0,441.732824,42,6,,
361,-55,0,472.385484,43,6,,
362,-52,2,578.216833,40,7,,
363,-47,2,6917.276342,45,8,,
364,-54,0,406.864434,41,6,,
365,-54,0,564.543943,42,6,,
366,-54,1,4253.259794,45,8,,
367,-55,0,1450.351397,42,6,,
368,-48,3,13123.384394,59,11,,
369,-55,0,420.0325,43,6,,
370,-53,1,2734.028603,44,8,,
371,-53,6,4886.666066,49,11,,
372,-59,4,9750.788808,60,13,,
373,-56,2,2040.326729,52,9,,
374,-48,2,3906.344707,40,9,,
375,-58,1,1041.669721,53,8,,
376,-48,3,3891.734452,45,9,,
377,-42,5,11135.630561,52,11,,
378,-56,4,3605.130695,51,9,,
379,-45,2,4974.671797,48,9,,
380,-55,0,434.911565,42,6,,
381,-54,0,1649.970895,42,6,,
382,-53,2,1039.756731,47,10,,
383,-56,1,696.091763,49,8,,
384,-55,4,6592.738152,53,12,,
385,-54,0,722.686883,42,6,,
386,-55,1,500.126777,46,7,,
387,-43,4,1407.60203,73,12,,
388,-56,2,2754.875993,48,9,,
389,-51,2,532.833427,48,8,,
390,-51,2,1525.460247,45,8,,
391,-55,1,1318.872094,44,7,,
392,-50,3,10409.362477,47,11,,
393,-52,1,1027.928725,41,7,,
394,-56,2,1396.556107,53,9,,
395,-55,1,2667.802228,46,8,,
396,-50,1,1009.552903,47,7,,
397,-34,8,25748.60565,84,18,,
398,-48,3,12292.063245,49,11,,
399,-55,0,849.505519,42,6,,
400,-53,1,550.151051,45,7,,
401,-55,0,482.874815,42,6,,
402,-51,2,3665.312413,47,9,,
403,-54,1,856.539257,46,8,,
404,-46,5,9316.61764,64,13,,
405,-53,1,427.018347,40,6,,
406,-52,2,715.432258,44,7,,
407,-52,2,1700.315236,52,9,,
408,-57,1,761.8795,49,8,,
409,-55,0,441.100984,42,6,,
410,-56,1,5818.471573,47,8,,
411,-48,1,3478.85166,54,8,,
412,-53,1,451.712878,41,7,,
413,-55,0,502.196469,42,6,,
414,-55,5,2561.1115,55,11,,
415,-56,0,452.789982,43,6,,
416,-58,0,478.933114,51,7,,
417,-54,2,1282.851808,44,8,,
418,-54,1,452.782813,40,6,,
419,-54,0,446.01373,42,6,,
420,-47,1,4300.512101,58,9,,
421,-52,1,427.996564,41,7,,
422,-51,3,6509.325409,45,9,,
423,-57,3,5956.578223,62,12,,
424,-53,5,5267.751071,66,11,,
425,-55,3,14817.956488,50,10,,
426,-54,0,1055.866892,41,6,,
427,-49,4,11969.557312,55,12,,
428,-57,1,1273.072076,48,7,,
429,-51,5,11580.614732,60,13,,
430,-51,1,3118.173325,45,8,,
431,-52,3,8981.247024,56,11,,
432,-57,2,7704.125599,52,10,,
433,-58,3,1047.767415,55,9,,
434,-58,2,1216.676641,52,8,,
435,-50,4,7404.880753,55,11,,
436,-53,1,2682.353368,43,8,,
437,-54,1,473.004901,47,7,,
438,-50,2,1291.437798,46,7,,
439,-49,8,14827.54201,62,16,,
440,-53,1,1066.644647,49,7,,
441,-55,0,776.538262,42,6,,
442,-49,2,5178.275522,56,9,,
443,-44,11,47924.859985,94,21,,
444,-54,0,424.25865,40,6,,
445,-53,2,1106.000082,49,9,,
446,-49,3,6913.51321,63,11,,
447,-46,3,8940.957278,48,10,,
448,-54,0,486.12777,42,6,,
449,-54,0,931.924665,40,6,,
450,-55,2,3043.230758,52,9,,
451,-55,0,1671.246202,42,6,,
452,-53,1,982.586263,40,6,,
453,-51,3,7244.353839,55,11,,
454,-59,2,3557.615643,55,9,,
455,-57,1,2870.733313,50,8,,
456,-43,4,12536.871766,60,11,,
457,-53,4,4054.484102,46,10,,
458,-55,0,1543.08466,42,6,,
459,-49,3,5798.62393,41,9,,
460,-48,5,6604.111718,58,13,,
461,-54,0,426.162785,41,6,,
462,-54,0,594.367298,41,6,,
463,-42,2,11235.172364,59,9,,
464,-49,1,1152.468927,46,7,,
465,-50,1,716.745266,42,7,,
466,-57,3,3164.677128,52,10,,
467,-52,3,7224.207095,55,11,,
468,-55,0,638.554797,42,6,,
469,-53,2,1279.196775,49,8,,
470,-56,0,457.790212,44,6,,
471,-54,2,3065.023728,48,9,,
472,-54,0,477.9652,41,6,,
473,-54,0,448.078243,42,6,,
474,-49,1,1086.490623,48,8,,
475,-48,8,5279.765034,75,15,,
476,-54,0,729.220924,41,6,,
477,-55,0,475.501437,43,6,,
478,-49,4,15343.594954,59,12,,
479,-54,0,446.517651,41,6,,
480,-44,7,23287.822864,68,16,,
481,-56,1,536.034568,45,7,,
482,-53,1,502.475932,42,7,,
483,-57,4,5495.787562,54,10,,
484,-54,0,1219.785455,42,6,,
485,-54,0,423.789315,42,6,,
486,-54,0,955.488501,41,6,,
487,-51,4,13182.364344,53,12,,
488,-54,1,501.625272,43,7,,
489,-47,1,7088.976136,53,8,,
490,-50,1,1956.807141,46,7,,
491,-52,4,863.760402,53,10,,
492,-46,7,23449.899034,61,15,,
493,-54,0,407.777249,41,6,,
494,-55,0,653.575386,43,6,,
495,-54,0,416.445661,41,6,,
496,-56,1,1139.320466,48,8,,
497,-53,1,1511.616184,47,8,,
498,-55,1,819.929361,50,8,,
499,-55,0,1009.611673,42,6,,
500,-45,4,12550.024562,46,11,,
501,-49,4,1580.701031,56,12,,
502,-59,1,1005.642527,54,8,,
503,-48,3,5067.862978,46,10,,
504,-52,1,411.971833,39,6,,
505,-48,2,4585.553753,50,9,,
506,-54,4,7617.476546,66,11,,
507,-55,0,791.796213,42,6,,
508,-54,3,1321.600665,48,10,,
509,-55,2,1888.939227,45,8,,
510,-55,2,601.193335,44,7,,
511,-54,4,15710.641122,72,13,,
512,-46,5,10662.069613,52,12,,
513,-55,0,647.621919,42,6,,
514,-54,1,439.682595,42,7,,
515,-57,2,522.596219,51,8,,
516,-43,4,8832.398929,48,11,,
517,-55,4,9511.66276,61,13,,
518,-53,1,437.914517,42,7,,
519,-46,2,3358.096781,44,8,,
520,-55,0,472.035148,43,6,,
521,-52,1,843.029355,41,7,,
522,-48,3,2007.518815,40,9,,
523,-53,1,655.301236,41,7,,
524,-49,2,3611.074609,56,9,,
525,-45,4,10525.589773,60,13,,
526,-54,3,9375.863411,50,9,,
527,-55,2,595.231894,46,7,,
528,-49,2,851.892739,48,8,,
529,-49,10,30251.032741,76,24,,
530,-46,4,11824.747404,43,12,,
531,-55,10,29610.098699,57,21,,
532,-41,4,9097.609608,52,10,,
533,-56,1,4179.437866,48,8,,
534,-55,0,515.20926,42,6,,
535,-57,6,2958.104846,54,11,,
536,-54,0,558.275856,42,6,,
537,-48,9,5419.530296,56,13,,
538,-48,3,2244.863726,46,9,,
539,-54,3,5876.629927,60,11,,
540,-47,6,4295.2986,48,12,,
541,-54,0,645.680466,42,6,,
542,-57,2,6172.68272,52,10,,
543,-53,2,4788.311396,43,8,,
544,-54,3,2651.146647,47,10,,
545,-45,7,26698.961992,54,17,,
546,-48,3,4505.622251,47,8,,
547,-51,3,7172.509048,59,11,,
548,-43,3,8893.359504,50,10,,
549,-52,3,2436.668286,48,9,,
550,-48,4,10696.529208,63,12,,
551,-56,7,22722.100687,56,15,,
552,-55,4,10119.940682,50,12,,
553,-59,3,1777.882774,56,9,,
554,-54,0,788.891446,42,6,,
555,-53,1,620.679369,44,8,,
556,-54,0,430.08392,42,6,,
557,-50,2,2171.385712,52,9,,
558,-59,2,5606.912693,55,9,,
559,-54,8,17384.654979,72,19,,
560,-49,3,3661.877195,57,9,,
561,-55,0,453.889658,42,6,,
562,-55,0,703.293259,42,6,,
563,-50,1,1917.046138,46,7,,
564,-48,6,15748.575153,47,14,,
565,-37,3,19070.863896,68,11,,
566,-41,4,5810.044387,47,13,,
567,-57,1,2685.140104,50,8,,
568,-56,1,1171.721564,47,7,,
569,-53,3,2185.982442,48,9,,
570,-54,0,1046.348866,41,6,,
571,-54,0,415.173842,42,6,,
572,-55,4,8325.59445,57,11,,
573,-46,1,7772.527205,54,8,,
574,-55,0,447.743075,42,6,,
575,-53,1,577.164197,43,7,,
576,-51,1,782.714434,47,7,,
577,-41,8,34018.14717,60,18,,
578,-43,5,19411.68376,61,13,,
579,-56,1,616.906109,49,7,,
580,-52,4,592.702351,49,8,,
581,-48,4,5937.741083,65,13,,
582,-54,4,8752.080664,61,13,,
583,-46,4,6069.360161,50,11,,
584,-55,2,2503.02315,47,8,,
585,-51,2,4847.79298,70,10,,
586,-53,2,452.143029,41,7,,
587,-57,3,5181.291782,58,11,,
588,-50,1,1065.264727,42,7,,
589,-45,4,6873.008706,43,11,,
590,-54,1,444.798519,44,7,,
591,-15,8,52045.563923,75,17,,
592,-54,0,436.59645,41,6,,
593,-52,3,2624.666773,49,9,,
594,-49,3,6967.263491,55,11,,
595,-54,2,1037.099857,49,8,,
596,-55,0,647.078029,42,6,,
597,-54,1,427.078131,43,7,,
598,-53,3,1360.894869,50,11,,
599,-47,2,4564.558448,46,8,,
600,-55,0,730.411762,43,6,,
601,-41,3,2382.371876,58,11,,
602,-55,1,492.016277,44,7,,
603,-47,2,5640.158365,43,9,,
604,-48,1,5679.747085,55,8,,
605,-55,0,616.804805,42,6,,
606,-50,1,4021.992505,44,8,,
607,-56,2,2476.064062,48,8,,
608,-50,4,5661.765542,60,11,,
609,-48,4,8246.290443,58,12,,
610,-46,8,23036.039392,66,17,,
611,-58,9,25496.489219,76,17,,
612,-52,2,3151.175855,47,9,,
613,-58,1,488.740986,50,7,,
614,-57,1,2252.211504,50,8,,
615,-44,2,8991.448576,49,9,,
616,-45,3,8952.631995,61,10,,
617,-56,7,17480.781085,81,16,,
618,-54,0,431.544709,41,6,,
619,-57,3,5161.222287,51,10,,
620,-52,2,561.915217,46,7,,
621,-40,5,17621.343953,66,14,,
622,-54,7,19257.608408,59,18,,
623,-51,2,6236.270536,42,9,,
624,-48,1,3139.610442,48,8,,
625,-56,5,12326.835182,61,14,,
626,-55,0,3868.909716,42,6,,
627,-54,0,415.006941,41,6,,
628,-56,2,4013.10334,48,9,,
629,-57,0,541.736077,50,7,,
630,-52,3,1924.654091,50,9,,
631,-50,3,4632.214615,49,11,,
632,-49,8,9217.179557,59,14,,
633,-55,0,503.009459,42,6,,
634,-55,1,2025.721075,45,8,,
635,-56,1,495.25818,48,7,,
636,-54,1,477.223188,44,7,,
637,-49,1,1022.49136,45,7,,
638,-58,6,21023.71257,59,16,,
639,-46,7,9754.06819,66,18,,
640,-59,6,7201.233121,67,15,,
641,-51,4,13965.711279,47,12,,
642,-55,0,436.270733,43,6,,
643,-51,5,3629.324225,47,11,,
644,-52,1,922.583668,44,7,,
645,-46,3,12888.445422,51,12,,
646,-51,3,1972.592035,52,9,,
647,-45,6,11146.76073,72,15,,
648,-51,1,498.563228,42,7,,
649,-55,0,415.048463,43,6,,
650,-54,5,10062.919234,59,14,,
651,-55,4,8292.289985,64,12,,
652,-52,7,24525.760481,53,18,,
653,-54,0,453.512315,42,6,,
654,-55,0,546.379595,42,6,,
655,-53,2,6754.497776,47,9,,
656,-50,2,1941.002476,51,9,,
657,-49,3,10353.561845,58,11,,
658,-50,1,693.069481,46,7,,
659,-60,10,27306.059303,63,20,,
660,-58,1,3030.848412,51,8,,
661,-39,5,16112.765663,69,14,,
662,-53,2,3899.201641,46,9,,
663,-48,1,5327.712334,47,8,,
664,-44,4,14166.605042,66,12,,
665,-58,1,891.765642,50,7,,
666,-52,2,473.443176,46,8,,
667,-50,5,4224.080907,60,13,,
668,-53,3,4023.917212,58,10,,
669,-54,0,464.716184,40,6,,
670,-50,6,24309.819309,68,15,,
671,-52,3,9030.07418,50,12,,
672,-55,2,2003.42375,55,9,,
673,-55,0,429.875331,42,6,,
674,-49,2,3894.314401,49,9,,
675,-48,5,15349.970604,53,12,,
676,-54,0,442.79802,40,6,,
677,-54,0,736.4055,40,6,,
678,-34,7,27797.122376,73,15,,
679,-54,0,410.12367,41,6,,
680,-57,9,14845.04652,59,18,,
681,-40,9,22277.146182,60,20,,
682,-49,5,7578.605237,59,11,,
683,-56,4,5334.960619,61,13,,
684,-56,5,5630.013856,60,13,,
685,-29,9,31441.747278,85,20,,
686,-54,0,474.661445,42,6,,
687,-39,9,35680.921661,90,21,,
688,-51,2,1349.285554,44,9,,
689,-54,0,666.169165,41,6,,
690,-39,8,19397.383419,46,17,,
691,-57,0,1100.637051,50,7,,
692,-50,11,26252.299512,83,21,,
693,-47,3,7968.242487,52,11,,
694,-32,13,52247.382019,83,24,,
695,-59,1,848.631843,53,8,,
696,-50,10,18709.813815,80,22,,
697,-49,5,7715.765852,42,11,,
698,-45,2,5869.707299,56,9,,
699,-58,1,1834.944373,52,8,,
700,-55,1,613.230113,45,7,,
701,-51,4,3304.570002,58,11,,
702,-56,3,4242.750418,49,10,,
703,-55,2,1154.391325,46,8,,
704,-49,6,16810.739188,89,16,,
705,-55,3,8024.530628,50,11,,
706,-55,4,7646.891417,63,12,,
707,-42,4,14357.07458,46,12,,
708,-47,14,38957.324998,97,27,,
709,-55,1,514.294704,48,8,,
710,-46,4,10443.687354,65,13,,
711,-56,3,6552.974155,48,9,,
712,-50,17,42317.843623,70,32,,
713,-57,0,459.210136,49,7,,
714,-42,14,45023.4991,66,23,,
715,-54,0,786.24106,41,6,,
716,-52,2,2156.325523,51,9,,
717,-37,4,18462.106849,74,13,,
718,-38,2,17700.957499,65,10,,
719,-38,11,35385.308992,78,22,,
720,-53,5,19662.629769,62,15,,
721,-54,6,11041.493856,57,16,,
722,-52,2,1145.253045,49,8,,
723,-53,3,4896.382341,49,10,,
724,-48,11,16412.443168,62,17,,
725,-49,3,4665.487146,43,9,,
726,-55,3,5171.700414,53,10,,
727,-56,9,10748.674829,62,14,,
728,-46,4,12763.116231,55,12,,
729,-48,6,13741.646653,47,13,,
730,-37,6,16892.546057,69,15,,
731,-55,7,19593.669961,62,18,,
732,-58,1,991.608161,52,8,,
733,-26,12,41683.551716,87,22,,
734,-54,1,776.352919,44,8,,
735,-55,2,3674.090136,52,10,,
736,-54,0,587.900025,40,6,,
737,-55,0,438.14244,42,6,,
738,-57,2,1742.877179,50,9,,
739,-55,0,450.435769,42,6,,
740,-44,2,2682.542376,61,10,,
741,-54,0,391.47805,40,6,,
742,-51,5,11478.393852,67,14,,
743,-49,2,5160.949099,60,10,,
744,-50,9,13257.702018,55,17,,
745,-54,0,398.65213,41,6,,
746,-53,3,1671.647929,46,10,,
747,-47,6,19286.02811,50,14,,
748,-54,0,459.073807,42,6,,
