---
iterations:
1,0,0,0.0,0,0,,
2,-52,2,2687.643175,66,18,,
3,-38,3,4720.260797,90,25,,
4,-42,3,3732.964296,82,25,,
5,-53,1,2352.340371,62,14,,
6,-43,2,3449.245544,83,22,,
7,-52,0,1871.725544,57,13,,
8,-51,1,1870.432312,57,14,,
9,-53,0,1618.20863,60,13,,
10,-50,1,1658.484048,62,15,,
11,-31,4,2856.544431,55,17,,
12,-53,0,1415.090291,61,13,,
13,-53,3,3965.513005,63,22,,
14,-50,1,1671.629149,57,15,,
15,-49,3,2032.638787,76,17,,
16,-45,2,3476.315844,79,20,,
17,-53,1,1501.972821,62,14,,
18,-43,5,4576.010513,93,26,,
19,-53,0,1665.358373,60,13,,
20,-50,4,3547.677097,67,22,,
21,-45,2,2478.680857,53,17,,
22,-54,1,1496.976036,64,14,,
23,-53,0,1889.339308,60,13,,
24,-56,4,4202.148293,75,23,,
25,-54,0,1648.868075,61,13,,
26,-56,1,2866.890716,70,17,,
27,-54,3,2803.484454,67,18,,
28,-53,0,1317.603856,62,14,,
29,-55,1,2025.215437,66,15,,
30,-47,6,5212.811234,83,30,,
31,-49,3,2708.320218,59,17,,
32,-50,1,2126.829736,64,17,,
33,-53,0,1098.227441,59,13,,
34,-45,2,2725.219831,73,17,,
35,-55,2,2328.617414,66,14,,
36,-53,1,1614.254349,62,14,,
37,-54,6,3843.907806,70,28,,
38,-48,2,2253.879567,62,17,,
39,-53,0,1379.502351,60,13,,
40,-53,3,2708.16519,61,19,,
41,-46,2,2752.092349,56,17,,
42,-48,3,4366.851357,64,24,,
43,-43,5,4203.806112,89,24,,
44,-52,2,1968.612899,61,15,,
45,-53,0,1663.205675,61,13,,
46,-52,1,1442.833098,58,13,,
47,-49,7,4958.826838,98,30,,
48,-46,9,8445.62063,113,42,,
49,-53,1,2366.759044,61,14,,
50,-52,5,3374.173053,67,24,,
51,-48,1,1809.715615,59,15,,
52,-52,2,3751.600199,62,21,,
53,-57,2,3150.558231,71,18,,
54,-42,7,6076.505206,79,34,,
55,-48,1,2272.284066,59,17,,
56,-46,10,8862.446897,102,45,,
57,-47,4,3734.436036,69,21,,
58,-54,5,6484.820446,84,31,,
59,-53,0,1621.507031,60,13,,
60,-57,4,4406.520064,74,25,,
61,-49,3,2071.719609,62,15,,
62,-46,3,2900.455307,83,20,,
63,-56,7,5541.900963,81,31,,
64,-55,2,1727.119963,68,15,,
65,-54,2,3027.460586,64,19,,
66,-44,5,3537.251025,106,26,,
67,-56,6,4686.482286,73,26,,
68,-50,2,3996.923033,67,20,,
69,-37,8,5867.881915,104,33,,
70,-52,3,3474.845021,63,21,,
71,-52,1,2499.83867,57,16,,
72,-55,1,3226.690388,65,17,,
73,-54,3,3111.196089,68,20,,
74,-48,4,4031.57834,75,25,,
75,-53,0,1864.661495,61,13,,
76,-53,0,1682.07611,61,13,,
77,-53,1,2886.482131,62,17,,
78,-53,1,1716.9543,61,16,,
79,-48,11,8507.688213,131,43,,
80,-53,1,1716.840168,63,14,,
81,-55,1,2334.099642,66,17,,
82,-52,4,4136.591971,70,24,,
83,-38,8,8139.400998,134,38,,
84,-38,6,6070.605831,90,31,,
85,-17,17,9427.783182,93,50,,
86,-51,2,2965.866851,62,20,,
87,-53,1,1613.907623,62,14,,
88,-53,0,1770.598361,61,13,,
89,-53,4,4562.738836,77,28,,
90,-34,11,8999.31037,113,48,,
91,-48,4,2086.887732,64,15,,
92,-29,12,11260.217243,119,50,,
93,-44,2,2785.352125,45,17,,
94,-49,4,4768.955083,76,26,,
95,-53,2,3240.919832,68,19,,
96,-43,7,7338.08728,87,33,,
97,-53,6,5016.016731,73,30,,
98,-53,1,2049.647029,60,15,,
99,-53,1,2116.371921,61,15,,
100,-41,5,4532.602092,84,27,,
101,-53,0,1653.445259,61,13,,
102,-45,3,3828.701016,68,20,,
103,-48,3,4629.704521,59,22,,
104,-48,6,6071.941454,93,33,,
105,-42,3,3376.529886,73,19,,
106,-54,1,2917.894969,62,16,,
107,-52,3,4191.416877,65,23,,
108,-50,2,2635.354646,65,17,,
109,-36,2,3273.556014,63,17,,
110,-50,11,10439.740115,96,47,,
111,-51,3,3150.305646,62,17,,
112,-38,15,10433.495763,71,50,,
113,-48,2,3651.417023,70,20,,
114,-53,1,2033.332983,60,15,,
115,-55,2,1955.052556,64,16,,
116,-53,2,1954.850688,61,15,,
117,-46,3,3298.974526,76,19,,
118,-53,0,1870.312313,60,13,,
119,-46,2,3988.508356,68,21,,
120,-50,2,3364.815085,58,17,,
121,-48,3,4003.931133,71,22,,
122,-50,1,2233.460209,58,13,,
123,-52,1,2100.264637,58,13,,
124,-49,6,4883.329239,75,26,,
125,-55,2,2446.66394,65,17,,
126,-52,1,2746.931055,58,14,,
127,-54,2,3453.881987,61,16,,
128,-47,3,4027.983087,82,24,,
129,-46,4,3971.403383,80,23,,
130,-53,1,2164.085671,61,13,,
131,-39,7,7795.469689,138,37,,
132,-49,6,5979.543734,65,29,,
133,-51,2,2700.756371,63,17,,
134,-54,1,2475.830512,63,15,,
135,-52,4,5523.484911,101,27,,
136,-32,15,9193.146368,150,50,,
137,-55,1,2335.511608,67,15,,
