---
iterations:
1,0,0,0.0,0,0,,
2,-52,2,21563.928554,66,18,,
3,-38,3,32082.242684,90,25,,
4,-42,3,26383.423609,82,25,,
5,-53,1,19169.792804,62,14,,
6,-43,2,24575.737241,83,22,,
7,-52,0,16652.212311,57,13,,
8,-51,1,16332.317692,57,14,,
9,-53,0,14990.815103,60,13,,
10,-50,1,14933.971817,62,15,,
11,-31,4,18024.201488,55,17,,
12,-50,1,16125.978707,58,15,,
13,-52,1,11314.791722,58,13,,
14,-16,12,49960.488123,150,50,,
15,-45,2,21041.740637,66,19,,
16,-54,5,36647.790612,68,25,,
17,-53,0,11794.549159,60,13,,
18,-41,3,25361.553301,86,22,,
19,-37,2,21510.646478,75,17,,
20,-49,1,19927.83637,58,17,,
21,-54,3,20293.575264,65,19,,
22,-59,3,23982.39724,77,21,,
23,-47,1,18865.943908,71,17,,
24,-42,5,27371.664802,83,23,,
25,-53,5,26337.496248,77,24,,
26,-47,6,37477.203727,80,31,,
27,-53,0,18138.593009,61,13,,
28,-43,4,20332.779726,57,17,,
29,-51,2,18428.700628,63,19,,
30,-46,2,21524.662241,62,18,,
31,-49,1,12894.065968,69,15,,
32,-53,0,14848.983893,61,13,,
33,-46,2,21044.438325,69,18,,
34,-54,2,21600.748044,75,19,,
35,-55,2,15365.747114,70,16,,
36,-53,0,15656.528279,59,13,,
37,-45,2,21188.212628,65,18,,
38,-52,1,18825.559696,57,13,,
39,-53,0,16637.707279,60,13,,
40,-44,5,34912.951398,77,30,,
41,-49,5,33085.147198,61,26,,
42,-52,5,25349.900554,71,23,,
43,-53,0,17315.901116,60,13,,
44,-57,2,24177.510729,71,20,,
45,-50,5,40426.811611,89,35,,
46,-41,10,36902.916594,99,34,,
47,-48,1,23294.97199,69,17,,
48,-52,1,18567.87356,63,18,,
49,-52,2,24236.617281,61,17,,
50,-39,3,25718.228932,112,23,,
51,-53,0,15996.382995,60,13,,
52,-53,1,14687.060661,60,14,,
53,-52,2,21164.978975,66,17,,
54,-52,1,16817.781396,59,14,,
55,-54,1,17968.649824,62,14,,
56,-50,1,18963.059279,58,15,,
57,-50,4,16983.301759,58,17,,
58,-51,2,17301.156583,61,18,,
59,-52,1,16221.464837,58,14,,
60,-47,2,33114.984483,72,22,,
61,-53,0,19184.215718,61,13,,
62,-50,2,22743.145236,64,20,,
63,-56,1,21846.673072,70,17,,
64,-54,3,23910.841238,64,21,,
65,-46,1,17436.314867,65,16,,
66,-53,0,18337.636163,61,13,,
67,-51,2,25093.075824,61,17,,
68,-54,1,13927.381864,64,14,,
69,-53,2,23532.108516,62,20,,
70,-47,3,28338.360232,86,22,,
71,-42,5,34250.604566,102,29,,
72,-51,2,18624.933386,63,14,,
73,-46,3,23335.848167,63,19,,
74,-54,5,28923.516573,83,27,,
75,-48,8,44134.005369,85,33,,
76,-53,0,13459.45305,60,13,,
77,-53,0,15927.294622,61,13,,
78,-54,0,15898.232121,61,13,,
79,-53,0,16083.198642,60,13,,
80,-52,1,18523.003135,58,14,,
81,-48,3,26898.212145,74,23,,
82,-52,0,16313.339134,58,13,,
83,-42,4,22989.667523,83,22,,
84,-45,3,21446.149897,68,22,,
85,-50,2,18894.226941,61,14,,
86,-50,2,21853.199998,60,15,,
87,-52,3,19857.994949,62,17,,
88,-42,6,29281.335912,96,28,,
89,-52,1,15829.179692,62,14,,
90,-54,3,31832.254905,65,23,,
91,-39,8,37968.439579,84,31,,
92,-50,4,26189.42187,70,22,,
93,-49,2,23378.960554,64,18,,
94,-50,4,19594.744151,79,17,,
95,-55,5,32312.494344,76,29,,
96,-52,4,33061.267728,75,24,,
97,-49,2,19360.487495,61,15,,
98,-57,1,21938.627921,71,17,,
99,-46,6,42388.152147,79,30,,
100,-54,3,18943.418608,61,17,,
101,-52,2,14625.551211,60,15,,
102,-55,2,19660.959426,66,17,,
103,-53,0,12008.67488,59,13,,
104,-53,0,16068.33096,60,13,,
105,-54,5,30760.604527,80,27,,
106,-47,2,22526.718145,69,17,,
107,-52,1,20822.456677,60,15,,
108,-55,2,19066.910912,69,17,,
109,-53,2,17925.624681,61,14,,
110,-53,0,11618.81219,60,13,,
111,-45,3,32932.767171,89,25,,
112,-48,5,29672.260971,65,25,,
113,-37,3,20389.254434,41,17,,
114,-54,1,20021.721295,64,14,,
115,-53,0,16291.962482,60,13,,
116,-54,1,22097.72494,64,16,,
117,-48,1,19814.915559,68,15,,
118,-46,2,24934.717776,69,18,,
119,-44,3,30513.422449,81,25,,
120,-52,1,19886.174638,59,14,,
121,-53,2,23435.845265,68,20,,
122,-55,5,28344.996726,75,22,,
123,-17,5,21552.608121,59,17,,
124,-54,2,29739.06375,68,20,,
125,-52,1,21910.950289,60,17,,
126,-51,1,18150.940855,58,14,,
127,-51,2,23208.065821,57,16,,
128,-53,0,17012.185211,60,13,,
129,-33,6,29650.500869,111,27,,
130,-52,4,29705.923167,75,23,,
131,-50,3,26903.21165,75,20,,
132,-47,3,24940.969083,48,17,,
133,-51,2,26386.737664,63,20,,
134,-53,0,15729.49744,61,13,,
135,-38,3,28130.080038,90,22,,
136,-57,4,26992.29697,73,20,,
137,-52,1,14927.536425,58,14,,
138,-46,4,27108.480301,66,22,,
139,-53,0,17200.571016,60,13,,
140,-49,5,29993.11837,69,23,,
141,-48,2,28088.287479,64,19,,
142,-32,5,23247.877873,38,17,,
143,-50,3,28593.196927,64,21,,
144,-51,1,20986.447413,58,14,,
145,-52,2,20736.537743,58,14,,
146,-48,1,19561.27453,62,17,,
147,-60,7,44805.501345,82,33,,
148,-44,6,34885.832322,75,28,,
149,-44,5,39612.61514,90,31,,
150,-52,1,18697.393627,58,15,,
151,-52,3,31599.071339,75,22,,
152,-47,3,29297.523825,75,20,,
153,-59,6,52494.295366,80,36,,
154,-52,3,28609.17411,79,22,,
155,-46,3,38363.914588,98,26,,
156,-51,1,20253.936531,64,14,,
157,-42,3,30684.43678,76,24,,
158,-43,2,22156.848374,67,17,,
159,-39,8,52181.780571,97,40,,
160,-46,7,50090.822068,75,37,,
161,-54,2,23072.702278,64,16,,
162,-47,2,30399.963107,70,21,,
163,-53,0,15872.624351,60,13,,
164,-55,4,33114.728456,73,27,,
165,-39,5,18524.920764,33,17,,
166,-42,4,35405.4833,74,27,,
167,-56,1,14767.603426,69,17,,
168,-49,2,20492.217518,57,17,,
169,-48,5,43433.512387,76,33,,
170,-55,3,22207.312514,68,19,,
171,-27,13,61598.18393,104,50,,
172,-53,0,17677.315261,61,13,,
173,-51,5,46138.28102,79,29,,
174,-55,0,15859.349537,64,15,,
175,-41,3,30268.032159,75,23,,
176,-42,6,32505.185941,81,26,,
177,-49,2,25893.472118,62,17,,
178,-54,1,20043.048795,64,18,,
179,-47,3,26969.192642,79,19,,
180,-55,1,19982.422954,65,15,,
181,-52,1,15299.644044,56,13,,
182,-50,2,25800.364826,64,17,,
183,-53,2,23514.152207,63,16,,
184,-56,5,41835.955574,79,28,,
185,-44,3,37130.010624,94,24,,
186,-48,2,29187.986328,64,18,,
187,-53,0,16509.898038,59,13,,
188,-49,0,595.66871,105,50,,
189,-24,5,20631.824456,25,17,,
190,-53,0,19309.625878,61,13,,
191,-37,8,59344.238738,92,41,,
192,-25,13,59262.914999,142,50,,
193,-52,1,17681.148455,63,14,,
194,-53,1,18456.358155,59,13,,
195,-56,0,14793.852805,68,16,,
196,-44,2,35173.083472,82,21,,
197,-54,2,28032.182867,65,18,,
198,-52,1,18487.967858,58,13,,
199,-50,2,25350.614926,61,18,,
200,-53,0,19142.993111,59,13,,
201,-53,0,20367.863412,61,13,,
202,-51,3,25639.017752,61,19,,
203,-52,3,32468.3502,69,22,,
204,-55,5,41635.112152,71,28,,
205,-52,2,18910.575003,57,17,,
206,-53,0,20313.115214,61,13,,
207,-52,6,30450.173967,99,24,,
208,-48,2,24755.63546,61,19,,
209,-53,1,24168.299057,59,16,,
210,-54,2,31051.948093,75,19,,
211,-42,13,67786.196782,99,50,,
212,-51,7,47052.567618,91,34,,
213,-40,4,24627.744489,36,17,,
214,-50,6,37533.517365,77,28,,
215,-44,7,41787.513483,80,33,,
216,-47,7,48662.411511,70,32,,
217,-41,7,43594.842629,79,30,,
218,-49,7,39855.256297,89,28,,
219,-47,2,26858.954148,48,17,,
220,-49,3,30078.911863,66,21,,
221,-47,5,31385.293949,97,26,,
222,-25,16,74877.554116,182,50,,
223,17,21,75739.609909,173,50,,
224,-53,2,26507.266379,83,19,,
225,-40,3,24569.784408,73,17,,
226,-32,11,61141.918893,164,48,,
227,-48,2,20985.14804,64,15,,
228,-43,8,61545.425625,100,39,,
229,-40,9,75119.664984,138,47,,
230,-41,2,26163.201673,90,20,,
231,-52,8,44867.96801,86,30,,
232,-53,0,19633.54135,60,13,,
233,-44,8,46055.407251,117,33,,
234,-53,5,34146.840973,67,27,,
235,-47,3,31497.578791,69,23,,
236,-54,1,18882.438455,64,15,,
237,-52,1,21225.384825,59,15,,
238,-53,0,18511.499494,60,13,,
239,-54,0,17851.734307,61,13,,
240,-50,1,17416.230934,59,14,,
241,-33,16,66205.77209,68,50,,
242,-51,1,18931.28643,59,14,,
243,-48,14,71403.991211,109,49,,
244,-53,1,23621.144447,61,14,,
245,-36,5,24974.068195,27,17,,
246,-46,10,71073.619221,111,43,,
247,-51,2,20829.667797,58,14,,
248,-54,1,21944.837443,64,15,,
249,-10,17,57421.607962,86,50,,
250,-25,12,71531.216601,147,50,,
251,-30,17,62983.902842,127,50,,
252,-43,3,28070.245989,76,21,,
253,-45,2,27033.905667,67,19,,
254,-49,5,41300.330104,70,28,,
255,-53,3,24311.049433,69,17,,
256,-28,9,47752.588612,80,34,,
257,-13,14,64405.178671,112,50,,
258,-52,0,15324.570206,58,13,,
259,-50,6,42514.80844,96,32,,
260,-57,6,40715.799112,72,26,,
261,-58,3,27363.685856,75,19,,
262,-45,4,33363.81809,75,20,,
263,-47,3,23644.380739,78,17,,
264,-43,3,30509.318321,82,21,,
265,-48,1,29474.553893,61,16,,
266,-52,0,15331.327595,59,13,,
267,-55,7,42439.999614,88,29,,
268,-43,12,64984.860303,116,44,,
269,-52,2,23496.166538,62,15,,
270,-44,3,29888.278601,76,19,,
271,-31,5,24610.485266,43,17,,
272,-53,1,20792.463456,60,13,,
273,-26,17,79585.752207,82,50,,
274,-52,0,19842.918154,59,13,,
275,-51,3,26093.637287,68,17,,
276,-31,12,72509.67266,99,50,,
277,-52,1,24450.831678,57,16,,
278,-19,5,22780.399506,33,17,,
279,-52,4,38610.040855,63,26,,
280,-53,2,25794.356096,73,17,,
281,-48,2,31405.974799,71,17,,
282,-48,1,29628.873748,72,17,,
283,-52,1,19700.18058,57,13,,
284,-27,12,70504.433676,108,50,,
285,-58,7,49393.738149,80,33,,
286,-42,4,37731.340317,72,25,,
287,-46,11,60799.522441,97,38,,
288,-58,4,43666.409682,75,27,,
289,-47,4,38077.278265,68,21,,
290,-51,3,28068.100743,59,20,,
291,-50,11,52601.198909,78,39,,
292,-53,2,21067.148799,63,14,,
293,-54,1,23058.70024,62,16,,
294,-53,0,20068.460394,61,13,,
295,-38,9,52084.217459,88,34,,
296,-50,6,45742.09861,81,33,,
297,-49,10,49673.111057,108,32,,
298,-54,8,48450.951368,74,30,,
299,-41,7,36799.079427,81,27,,
300,-55,2,25006.430718,69,15,,
301,-53,0,20122.212522,61,13,,
302,-58,4,35715.930866,75,24,,
303,-48,3,28259.132254,66,17,,
304,-51,3,38946.29365,70,22,,
305,-52,1,29526.85718,58,16,,
306,-43,9,57023.685709,51,34,,
307,-48,4,41833.377452,69,27,,
308,-54,2,25092.242428,64,17,,
309,-36,8,48788.405602,122,31,,
310,-54,6,45241.083929,72,30,,
311,-39,2,33838.248683,88,21,,
312,-39,12,79193.703735,114,49,,
313,-23,13,75292.333565,87,50,,
314,-53,0,20036.532692,60,13,,
315,-52,3,32675.314781,66,21,,
316,-59,7,67420.298108,82,40,,
317,-46,14,80868.338246,70,50,,
318,-53,0,22153.814541,60,13,,
319,-41,8,59908.846802,100,37,,
