Iteration Count,Setpoint Average,Rewards Harvested,Learning Rewards Given,Seconds Elapsed,,
83,-23,14,1344,29,,
84,-23,5,3560,16,,
85,-23,11,14732,25,,
86,-16,3,347,8,,
87,-16,13,2772,28,,
88,-23,4,591,14,,
89,-20,15,1477,31,,
90,-21,13,1338,28,,
91,-16,11,3569,24,,
92,-25,6,625,17,,
93,-21,9,6602,21,,
94,-6,3,2576,8,,
95,-24,9,2106,22,,
96,-4,34,2761,45,,
97,-33,2,198,11,,
98,14,9,1484,6,,
99,-26,1,473,10,,
100,-18,8,2307,20,,
101,-15,35,5745,59,,
102,-8,20,6864,40,,
103,-32,6,297,18,,
104,-4,26,7520,48,,
105,-12,23,4321,43,,
106,-25,6,777,17,,
107,2,4,579,8,,
108,-27,0,312,8,,
109,-25,4,1331,14,,
110,-26,2,287,11,,
111,-28,14,760,31,,
112,-18,13,13343,28,,
113,-22,16,1523,33,,
114,-19,20,3495,38,,
115,-11,2,1372,8,,
116,-24,4,1799,15,,
117,-25,6,448,17,,
118,-31,0,175,8,,
119,-17,30,5453,56,,
120,-24,12,709,27,,
121,-8,17,5277,34,,
122,-1,6,1015,17,,
123,-21,5,1870,16,,
124,-27,3,260,12,,
125,-26,11,905,25,,
126,-32,18,645,46,,
127,-31,11,471,28,,
128,5,26,7730,42,,
129,-22,29,2196,53,,
130,-31,2,219,11,,
131,-9,16,15419,32,,
132,-29,5,6529,16,,
133,-27,11,765,26,,
134,-7,12,2381,28,,
135,-13,2,2410,8,,
136,-31,5,418,16,,
137,-20,15,3988,31,,
138,-4,11,3375,24,,
139,-31,6,330,17,,
140,-16,19,3267,37,,
141,-33,6,289,17,,
142,-25,8,2480,20,,
143,-11,4,607,8,,
144,-27,3,401,13,,
145,-24,8,481,21,,
146,-11,39,4009,68,,
147,-17,10,3848,23,,
148,19,27,895,42,,
149,-20,7,1250,19,,
150,-26,10,752,24,,
151,-22,29,2921,56,,
152,-9,9,6616,21,,
153,-29,10,728,23,,
154,-24,13,747,25,,
155,6,47,41023,143,,
156,-29,7,590,19,,
157,-2,5,6686,8,,
158,-21,6,1872,17,,
159,-28,4,478,14,,
160,-20,11,2147,25,,
161,-27,3,297,13,,
162,-28,2,383,11,,
163,12,19,3285,20,,
164,-32,1,201,10,,
165,-23,12,885,26,,
166,-21,7,886,19,,
167,-13,10,769,17,,
168,-25,2,300,11,,
169,-18,11,3548,25,,
170,-20,18,4709,38,,
171,-23,12,7179,26,,
172,-12,17,3623,36,,
173,-32,1,204,10,,
174,-21,12,627,25,,
175,-17,23,5587,46,,
176,13,46,11390,128,,
177,21,16,841,16,,
178,-26,1,482,10,,
179,-10,39,31078,93,,
180,-33,4,432,15,,
181,-30,0,178,8,,
182,-34,6,307,19,,
183,-4,4,8192,8,,
184,3,53,12947,74,,
185,7,27,9158,38,,
186,-28,5,520,16,,
187,-17,20,4853,40,,
188,-30,5,480,17,,
189,-23,7,711,19,,
190,-24,20,1231,55,,
191,-32,2,202,10,,
192,-32,1,168,9,,
193,-18,13,1735,29,,
194,-22,14,1484,34,,
195,-10,25,7078,49,,
196,-25,8,2050,20,,
197,-17,11,3583,25,,
198,-22,17,1169,36,,
199,-19,9,932,22,,
200,-19,9,475,17,,
201,-21,14,2031,30,,
202,-7,12,2629,27,,
203,-23,7,829,19,,
204,-30,1,211,10,,
205,-30,0,185,8,,
206,-10,27,4060,50,,
207,-25,12,643,25,,
208,-8,45,15646,83,,
209,-10,12,5856,26,,
210,-20,9,2120,22,,
211,-16,25,4889,42,,
212,-17,26,2894,48,,
213,-27,4,506,15,,
214,-27,12,583,31,,
215,-28,12,533,30,,
216,-9,27,4611,51,,
217,-29,5,329,17,,
218,21,17,492,18,,
219,-2,79,23126,129,,
220,2,4,576,8,,
221,-12,18,7290,36,,
222,1,21,4649,41,,
223,-2,14,2422,29,,
224,-30,0,184,8,,
225,-27,10,644,27,,
226,-30,0,181,8,,
227,-22,7,719,19,,
228,-26,11,1483,27,,
229,-24,8,1061,23,,
230,-25,4,494,14,,
231,-14,25,4292,46,,
232,-26,7,6436,20,,
233,-33,3,235,13,,
234,4,17,7563,25,,
235,-12,27,9065,53,,
236,-27,9,590,31,,
237,-31,1,205,10,,
238,-31,1,205,10,,
239,-4,34,4750,61,,
240,-30,0,178,8,,
241,-23,4,411,14,,
242,-23,44,5644,103,,
243,-20,6,3711,17,,
244,14,21,3775,34,,
245,-26,6,643,20,,
246,-2,19,4638,37,,
247,-29,7,1334,20,,
248,3,37,17535,65,,
249,-7,13,4807,25,,
250,6,31,3249,39,,
251,-30,13,583,37,,
252,-31,1,185,9,,
253,-26,3,317,13,,
254,-21,4,1769,14,,
255,-29,5,427,19,,
256,-18,14,5459,30,,
257,-12,4,455,8,,
258,-20,3,823,13,,
259,-20,6,616,17,,
260,1,29,4687,37,,
261,-25,3,530,13,,
262,-26,3,414,14,,
263,-29,3,299,14,,
264,-29,1,246,10,,
265,-32,1,195,10,,
266,-16,22,1751,42,,
267,-16,12,2923,27,,
268,-15,25,4824,47,,
269,-12,14,4434,30,,
270,-24,4,408,14,,
271,-21,8,1458,22,,
272,-17,11,1044,25,,
273,-6,4,3479,8,,
274,3,31,8564,39,,
275,2,47,5447,81,,
276,22,31,2350,51,,
277,-24,6,822,18,,
278,-24,7,730,19,,
279,0,50,6710,69,,
280,-30,1,205,10,,
281,-19,9,2020,23,,
282,-33,1,192,10,,
283,-12,13,1718,25,,
284,-9,62,12228,105,,
285,-8,35,10211,68,,
286,-23,5,1001,16,,
287,-22,7,922,20,,
288,12,13,652,12,,
289,-32,2,221,13,,
290,-15,35,4091,72,,
291,6,24,2983,34,,
292,3,46,6617,82,,
293,-20,4,1893,14,,
294,-23,17,7118,39,,
295,-11,18,2202,34,,
296,2,63,13230,112,,
297,-32,0,193,9,,
298,-36,5,359,27,,
299,-18,11,5449,25,,
300,4,37,3408,50,,
301,-21,14,1571,49,,
302,9,38,8133,68,,
303,1,30,5933,40,,
304,-9,22,2609,42,,
305,-20,10,2153,25,,
306,-30,3,308,15,,
307,-20,20,2164,51,,
308,-13,16,1401,33,,
309,-29,8,582,34,,
310,-3,60,7871,102,,
311,3,42,24747,55,,
312,-32,0,180,9,,
313,3,38,7073,52,,
314,-31,2,282,15,,
315,19,24,7347,28,,
316,-24,1,196,8,,
317,0,107,56395,161,,
318,18,7,138,8,,
319,3,84,37284,130,,
320,-9,23,2719,42,,
321,7,25,3283,32,,
322,-31,2,277,13,,
323,-14,19,4346,38,,
324,-10,24,4526,45,,
325,-31,8,629,42,,
326,-13,18,3375,36,,
327,-34,1,206,11,,
328,-29,5,625,19,,
329,-23,5,1685,17,,
330,-20,12,2176,27,,
331,-28,7,655,25,,
332,-31,4,340,20,,
333,3,10,5669,17,,
334,-29,0,189,8,,
335,2,41,3079,74,,
336,8,50,4185,85,,
337,1,26,3087,54,,
338,-19,16,2915,81,,
339,13,24,2175,29,,
340,0,7,1232,8,,
341,3,19,6227,40,,
342,-24,11,1408,45,,
343,-28,17,1644,85,,
344,5,44,10537,59,,
345,-4,28,8802,82,,
346,4,23,10160,34,,
347,-31,7,733,31,,
348,1,51,7387,85,,
349,-24,9,2766,28,,
350,11,15,1396,25,,
351,6,41,20580,62,,
352,3,64,15819,97,,
353,-19,4,238,8,,
354,-8,23,4913,43,,
355,-30,9,1658,28,,
356,4,30,17053,38,,
357,-20,3,675,12,,
358,4,32,5546,51,,
359,-5,44,6713,170,,
360,-28,7,1240,21,,
361,-8,32,6902,57,,
362,-27,11,903,34,,
363,2,41,8215,59,,
364,2,88,22724,134,,
365,-16,6,4379,17,,
366,4,13,3575,17,,
367,-30,21,3314,123,,
368,-28,4,314,16,,
369,5,24,1480,34,,
370,7,75,10451,107,,
371,-8,43,6863,68,,
372,-8,39,12953,67,,
373,3,17,13215,34,,
374,25,23,185,33,,
375,-23,13,1823,34,,
376,6,40,5674,75,,
377,3,53,6989,74,,
378,13,15,3306,25,,
379,-22,11,16652,27,,
380,3,48,8950,81,,
381,-33,4,283,18,,
382,2,27,5906,42,,
383,26,22,-2509,27,,
384,-13,41,22245,145,,
385,5,109,76622,170,,
386,2,45,6310,77,,
387,3,48,7814,66,,
388,-5,15,3288,25,,
389,-17,41,7100,171,,
390,-36,2,267,14,,
391,6,57,10152,82,,
392,4,33,6415,42,,
393,5,20,3357,34,,
394,4,72,20879,104,,
395,-29,12,976,50,,
396,0,12,3254,17,,
397,-34,10,449,33,,
398,24,22,6093,29,,
399,28,16,1430,17,,
400,3,23,12669,26,,
401,6,28,9153,35,,
402,-22,3,3442,13,,
403,0,11,12601,17,,
404,-7,25,4137,83,,
405,3,57,10851,82,,
406,-15,3,280,8,,
407,2,51,5509,68,,
408,0,64,21834,102,,
409,24,50,12961,82,,
410,-32,3,323,17,,
411,-29,3,266,14,,
412,5,41,18150,59,,
413,-1,68,9029,114,,
414,-32,5,380,22,,
415,12,18,8217,34,,
416,6,30,3206,38,,
417,1,51,11447,68,,
418,5,46,6200,68,,
419,-17,34,1969,69,,
420,6,23,-2962,27,,
421,-25,5,624,18,,
422,-24,19,3512,43,,
423,0,9,2296,17,,
424,5,75,26821,107,,
425,-22,12,1038,29,,
426,2,26,2705,34,,
427,2,40,6923,55,,
428,5,34,4588,69,,
429,-28,7,568,22,,
430,-36,4,281,19,,
431,1,4,2203,8,,
432,-1,45,6768,79,,
433,2,24,2100,39,,
434,11,36,14788,51,,
435,-21,3,785,13,,
436,-24,10,1153,35,,
437,-17,26,3220,54,,
438,4,40,15200,68,,
439,3,27,10307,52,,
440,0,23,5244,50,,
441,30,10,-172,6,,
442,-24,20,2759,59,,
443,-21,6,2130,19,,
444,-28,1,240,10,,
445,8,27,14278,33,,
446,32,11,-3,8,,
447,3,27,8036,32,,
448,3,46,14886,68,,
449,-12,43,33597,170,,
450,-23,4,1598,16,,
451,-22,7,629,23,,
452,-29,0,183,8,,
453,-28,4,374,16,,
454,9,24,5435,31,,
455,2,48,8368,76,,
456,1,25,1580,55,,
457,-33,15,600,40,,
458,2,30,21701,64,,
459,3,4,2224,8,,
460,-15,14,2969,31,,
461,12,61,-9397,101,,
462,-19,6,6686,17,,
463,10,19,13352,25,,
464,-33,8,539,25,,
465,-28,2,288,14,,
466,3,60,15127,104,,
467,0,18,2844,25,,
468,-21,22,4479,67,,
469,-29,4,529,16,,
470,2,40,6606,69,,
471,-21,6,719,17,,
472,-22,11,1997,30,,
473,2,76,7817,126,,
474,-15,8,1161,17,,
475,-23,9,2075,28,,
476,-28,3,447,14,,
477,6,45,19191,61,,
478,19,39,3231,64,,
479,-18,16,1002,32,,
480,2,67,8457,112,,
481,-23,10,699,25,,
482,-19,9,1658,23,,
483,-6,47,13462,79,,
484,16,50,1057,67,,
485,1,37,7629,65,,
486,-31,5,410,23,,
487,-9,29,6569,54,,
488,-1,18,3847,25,,
489,4,39,9235,51,,
490,10,45,8391,94,,
491,7,19,20366,25,,
492,6,16,3232,17,,
493,-28,4,316,15,,
494,4,65,8408,93,,
495,4,28,6534,42,,
496,1,55,4894,75,,
497,-14,28,12123,93,,
498,3,89,24271,147,,
499,3,17,6520,25,,
500,4,109,24852,171,,
501,-19,9,1080,22,,
502,-25,10,848,32,,
503,23,16,294,16,,
504,3,38,5761,50,,
505,-37,11,384,32,,
506,6,14,2880,17,,
507,-36,14,480,37,,
508,-13,7,1138,19,,
509,-12,23,14963,43,,
510,-24,15,1949,39,,
511,-23,5,576,16,,
512,3,11,4425,17,,
513,-31,4,313,17,,
514,-27,2,256,12,,
515,-16,6,1547,17,,
516,-22,21,3797,40,,
517,-9,23,10903,43,,
518,3,32,8129,39,,
519,-26,18,1047,44,,
520,-30,7,537,20,,
521,-8,22,7155,42,,
522,-10,14,19394,29,,
523,4,20,3868,34,,
524,-11,14,4730,29,,
525,5,35,32221,61,,
526,31,13,-27,10,,
527,-21,4,1472,14,,
528,7,38,4566,59,,
529,-14,14,2205,30,,
530,-11,26,1046,44,,
531,-15,6,1586,17,,
532,-24,8,2138,21,,
533,-28,18,885,50,,
534,3,8,2381,8,,
535,-29,0,333,9,,
536,-27,6,603,20,,
537,-23,6,704,17,,
538,-13,9,3467,22,,
539,-24,11,1281,29,,
540,-18,7,986,19,,
541,4,36,17849,48,,
542,3,7,7050,8,,
543,-23,10,2629,31,,
544,-29,4,1193,15,,
545,7,46,29455,101,,
546,-22,5,842,16,,
547,8,6,674,8,,
548,-26,2,404,12,,
549,5,68,16612,94,,
550,-22,3,517,12,,
551,-29,0,188,8,,
552,8,25,7612,42,,
553,-11,17,2441,35,,
554,-36,13,400,33,,
555,5,65,19853,93,,
556,-21,1,416,8,,
557,-25,3,1498,13,,
558,6,56,12634,78,,
559,-25,6,563,18,,
560,17,19,753,21,,
561,8,26,9532,42,,
562,27,18,-868,21,,
563,-10,16,5494,32,,
564,-23,6,630,19,,
565,-26,17,1423,56,,
566,2,30,15679,42,,
567,20,35,765,47,,
568,15,30,2887,41,,
569,-34,25,1066,75,,
570,12,6,474,8,,
571,-30,1,325,11,,
572,-26,8,478,22,,
573,3,36,7880,67,,
574,7,42,5880,68,,
575,-4,12,2400,28,,
576,-32,1,197,10,,
577,-18,15,5966,53,,
578,-31,3,301,15,,
579,-20,17,3058,46,,
580,-29,3,392,16,,
581,5,77,5565,113,,
582,-20,14,7822,45,,
583,14,13,2524,17,,
584,-24,1,483,9,,
585,-4,14,3491,30,,
586,-12,15,6750,31,,
587,-13,24,12847,92,,
588,9,9,850,8,,
589,5,44,20201,75,,
590,4,29,17587,41,,
591,-7,21,2010,41,,
592,-19,5,773,17,,
593,-20,10,3672,26,,
594,-29,1,266,11,,
595,-33,10,574,25,,
596,9,49,4448,83,,
597,12,14,5485,25,,
598,5,38,7842,86,,
599,5,44,8496,59,,
600,-18,13,1280,25,,
601,-5,61,18264,102,,
602,3,47,8265,68,,
603,-27,4,501,17,,
604,3,32,9088,96,,
605,-16,7,13268,19,,
606,3,29,4512,42,,
607,0,26,4732,62,,
608,-30,6,410,21,,
609,-8,43,12535,74,,
610,5,8,1377,17,,
611,-12,47,20890,170,,
612,-26,1,534,10,,
613,4,56,22711,99,,
614,-30,7,436,27,,
615,-22,14,1061,34,,
616,-1,54,18198,92,,
617,-17,44,17561,76,,
618,-28,1,685,11,,
619,3,70,8504,100,,
620,-26,5,530,16,,
621,23,20,1484,24,,
622,-12,7,988,17,,
623,-34,4,257,15,,
624,-26,17,2558,47,,
625,-23,3,649,13,,
626,-29,14,580,33,,
627,1,38,18184,59,,
628,3,37,18424,57,,
629,24,27,6495,35,,
630,21,12,1037,9,,
631,-11,15,1971,31,,
632,-27,5,3445,16,,
633,-4,12,2717,25,,
634,26,27,717,38,,
635,-6,60,8103,100,,
636,-22,19,2921,34,,
637,-17,14,14322,51,,
638,-26,2,495,11,,
639,8,25,5126,30,,
640,16,23,3916,28,,
641,-30,5,321,18,,
642,-15,13,4324,34,,
643,-26,6,795,20,,
644,-14,50,9543,113,,
645,-13,16,2080,34,,
646,3,60,16965,100,,
647,-3,34,16300,60,,
648,-23,2,204,8,,
649,-9,25,9736,51,,
650,1,78,37444,119,,
651,-5,33,4882,67,,
652,-32,2,228,12,,
653,-30,4,525,15,,
654,-19,22,3158,72,,
655,14,8,438,8,,
656,21,49,12505,171,,
657,-3,39,21615,170,,
658,-25,26,2428,74,,
659,0,38,52316,80,,
660,-24,5,573,17,,
661,-20,25,3504,49,,
662,-10,14,3416,29,,
663,-18,7,2472,19,,
664,5,54,5592,73,,
665,-33,10,474,30,,
666,-25,3,527,13,,
667,-8,20,2456,38,,
668,-26,12,1516,43,,
669,-25,2,590,12,,
670,-9,13,10849,34,,
671,-18,45,17042,170,,
672,-18,33,3228,73,,
673,3,47,2532,83,,
674,-23,7,607,17,,
675,6,64,13291,98,,
676,-10,25,7340,76,,
677,-18,17,3506,42,,
678,2,58,15091,104,,
679,0,14,2305,25,,
680,4,80,14768,116,,
681,-23,8,862,22,,
682,-9,11,3883,25,,
683,-18,2,445,8,,
684,-12,22,7482,46,,
685,-30,9,568,25,,
686,-27,4,533,15,,
687,-29,0,182,8,,
688,-31,1,204,10,,
689,-2,38,9174,68,,
