Iteration Count,Setpoint Average,Rewards Harvested,Learning Rewards Given,Seconds Elapsed,,
115,14,19,15,21,,
116,-1,25,66,34,,
117,32,15,-10,15,,
118,30,25,11,28,,
119,14,14,25,11,,
120,23,10,1,7,,
121,15,17,18,16,,
122,1,38,95,49,,
123,-13,32,67,42,,
124,22,15,10,14,,
125,15,23,60,24,,
126,27,9,-2,6,,
127,23,13,28,9,,
128,17,25,32,30,,
129,40,15,-250,13,,
130,-15,12,41,28,,
131,-5,20,10,21,,
132,16,19,23,25,,
133,36,10,-5,5,,
134,1,16,6,16,,
135,25,12,-1,8,,
136,31,15,-7,13,,
137,1,18,11,18,,
138,10,18,19,18,,
139,26,17,23,17,,
140,-18,14,71,29,,
141,17,27,23,32,,
142,2,16,12,15,,
143,7,12,43,10,,
144,30,23,-41,26,,
145,16,35,55,45,,
146,2,25,62,29,,
147,29,13,-2,10,,
148,2,33,109,41,,
149,13,7,45,8,,
150,-3,20,50,23,,
151,1,25,48,29,,
152,14,14,16,13,,
153,14,21,33,24,,
154,-9,45,204,59,,
155,26,10,0,7,,
156,20,11,1,7,,
157,-9,6,6,8,,
158,21,33,133,43,,
159,17,25,48,29,,
160,16,12,23,10,,
161,21,18,22,18,,
162,7,24,159,28,,
163,16,18,34,19,,
164,27,12,-3,10,,
165,15,14,30,17,,
166,20,17,8,18,,
167,30,9,-2,5,,
168,9,29,63,32,,
169,-10,25,69,29,,
170,1,30,74,38,,
171,25,11,2,9,,
172,7,15,6,15,,
173,34,12,-7,9,,
174,17,13,4,11,,
175,-2,6,38,8,,
176,17,12,4,11,,
177,23,16,25,16,,
178,21,32,82,39,,
179,20,17,16,17,,
180,15,13,3,11,,
181,9,23,53,26,,
182,27,17,3,17,,
183,18,10,9,7,,
184,10,18,89,18,,
185,29,9,-1,8,,
186,22,19,21,17,,
187,13,25,47,30,,
188,20,15,6,13,,
189,18,11,3,9,,
190,19,11,0,9,,
191,5,31,74,39,,
192,13,38,68,50,,
193,11,7,5,8,,
194,25,10,16,7,,
195,18,25,2,30,,
196,22,15,62,14,,
197,2,32,70,40,,
198,31,13,-4,11,,
199,2,33,83,36,,
200,4,11,13,9,,
201,-28,4,8,14,,
202,-6,4,24,8,,
203,2,26,35,31,,
204,26,20,5,21,,
205,34,19,-8,21,,
206,24,16,-1752301557,16,,
207,22,10,3,7,,
208,23,23,37,27,,
209,-32,1,4,10,,
210,-1,18,15,19,,
211,-2,11,15,17,,
212,21,12,2,10,,
213,-30,0,3,8,,
214,2,23,17,26,,
215,36,15,-5,11,,
216,8,14,23,13,,
217,17,18,33,19,,
218,26,22,-1,25,,
219,33,14,-25,13,,
220,8,19,40,20,,
221,29,19,-3,15,,
222,23,10,0,8,,
223,14,14,6,14,,
224,17,22,16,24,,
225,-3,20,16,21,,
226,23,24,44,29,,
227,19,19,11,21,,
228,3,35,204,44,,
229,10,15,14,17,,
230,25,14,1,13,,
231,13,31,104,38,,
232,12,11,-3,9,,
233,-23,4,11,14,,
234,26,11,1,9,,
235,4,18,32,19,,
236,20,15,7,15,,
237,19,13,-15,10,,
238,19,20,5,21,,
239,9,12,11,10,,
240,0,15,34,17,,
241,12,46,121,59,,
242,9,11,24,9,,
243,7,20,21,21,,
244,22,14,1,12,,
245,27,14,9,12,,
246,-2,25,4,28,,
247,34,9,-3,6,,
248,14,12,4,10,,
249,9,14,37,17,,
250,6,36,154,60,,
251,4,16,14,15,,
252,32,13,-2,10,,
253,12,31,37,39,,
254,15,25,81,29,,
255,-2,12,127,17,,
256,24,15,-2,15,,
257,18,36,0,45,,
258,17,33,110,42,,
259,23,13,3,12,,
260,15,18,-2,15,,
261,31,9,0,4,,
262,15,24,97,34,,
263,15,19,26,21,,
264,24,20,7,20,,
265,23,17,5,18,,
266,30,18,1,19,,
267,-3,30,69,37,,
268,19,11,4,9,,
269,14,13,2,12,,
270,17,12,19,9,,
271,5,17,67,18,,
272,6,6,17,8,,
273,-32,12,25,27,,
274,13,22,20,24,,
275,23,19,1,21,,
276,15,14,21,11,,
277,27,25,13,28,,
278,22,14,-3,13,,
279,11,21,18,23,,
280,12,21,20,25,,
281,11,26,28,32,,
282,18,16,20,14,,
283,27,19,7,21,,
284,20,34,46,40,,
285,31,18,-48,19,,
286,12,15,20,15,,
287,32,9,-2,5,,
288,-9,20,26,25,,
289,29,19,0,21,,
290,20,16,19,16,,
291,19,12,4,10,,
292,18,28,72,34,,
293,-24,8,100,20,,
294,22,9,0,5,,
295,24,11,11,8,,
296,-1,28,288,35,,
297,35,11,-7,9,,
298,9,14,134,17,,
299,18,19,7,18,,
300,-1,19,27,21,,
301,21,14,2,12,,
302,30,13,-12,10,,
303,7,20,104,22,,
304,-1,31,45,39,,
305,2,37,74,47,,
306,35,12,-243,10,,
307,40,8,-5,3,,
308,6,21,98,23,,
309,17,14,13,12,,
310,19,9,2,6,,
311,19,18,24,18,,
312,18,22,46,24,,
313,-6,18,10,17,,
314,2,28,57,33,,
315,8,17,22,18,,
316,-4,6,14,8,,
317,28,15,1,14,,
318,20,42,103,55,,
319,16,19,7,20,,
320,34,13,-7,12,,
321,4,38,146,50,,
322,9,17,73,17,,
323,12,26,71,30,,
324,20,14,6,13,,
325,24,13,-4,12,,
326,18,27,26,31,,
327,5,26,23,28,,
328,7,21,17,23,,
329,21,17,14,12,,
330,18,20,50,25,,
331,19,16,12,16,,
332,1,21,18,24,,
333,23,12,2,10,,
334,7,14,6,13,,
335,13,25,29,28,,
336,20,18,13,17,,
337,29,18,-75,16,,
338,24,15,1,14,,
339,10,18,17,17,,
340,14,14,87,17,,
341,12,26,80,30,,
342,-9,38,78,51,,
343,18,16,125,16,,
344,4,35,175,44,,
345,4,26,125,34,,
346,6,25,35,29,,
347,13,19,24,18,,
348,23,18,13,17,,
349,10,17,20,17,,
350,25,11,0,9,,
351,4,30,46,35,,
352,16,23,20,26,,
353,9,12,10,17,,
354,5,39,73,49,,
355,19,9,17,6,,
356,-29,34,114,60,,
357,1,17,20,18,,
358,-9,23,73,34,,
359,16,17,9,17,,
360,19,18,35,19,,
361,3,25,47,29,,
362,-30,0,3,8,,
363,14,15,98,15,,
364,17,22,5,22,,
365,31,24,-15,28,,
366,19,29,43,34,,
367,20,31,48,36,,
368,13,17,130,16,,
369,3,25,63,30,,
370,6,17,156,18,,
371,26,26,32,30,,
372,20,13,5,11,,
373,18,17,22,18,,
374,14,11,63,8,,
375,17,11,16,9,,
376,29,10,0,7,,
377,-5,26,48,31,,
378,37,11,-8,9,,
379,28,20,8,19,,
380,31,8,-1,4,,
381,24,23,21,26,,
382,4,27,55,31,,
383,-8,24,39,30,,
384,14,11,5,8,,
385,6,18,177,19,,
386,-13,37,375,60,,
387,26,19,37,20,,
388,38,11,-12,9,,
389,22,33,57,41,,
390,28,17,8,18,,
391,-16,3,4,8,,
392,22,13,2,11,,
393,7,43,137,58,,
394,16,12,2,9,,
395,20,21,35,24,,
396,9,17,8,18,,
397,10,36,109,51,,
398,25,18,7,19,,
399,35,14,-8,13,,
400,9,23,41,24,,
401,17,29,35,36,,
402,22,32,67,38,,
403,32,9,-2,5,,
404,11,16,36,16,,
405,8,16,40,16,,
406,28,43,85,60,,
407,12,28,88,33,,
408,20,21,21,23,,
409,7,18,27,19,,
410,28,18,-1,18,,
411,28,15,-23,13,,
412,-7,6,13,8,,
413,17,14,64,9,,
414,20,18,11,19,,
415,16,17,21,18,,
416,28,10,-1,6,,
417,24,19,9,21,,
418,24,30,31,36,,
419,18,29,38,36,,
420,44,9,-4,3,,
