Iteration Count,Setpoint Average,Rewards Harvested,Learning Rewards Given,Seconds Elapsed,,
83,-29,10,427,23,,
84,-13,24,4481,44,,
85,-25,20,1103,38,,
86,-26,14,831,29,,
87,-32,1,191,10,,
88,21,13,2062,12,,
89,-24,2,504,11,,
90,-27,11,2575,24,,
91,-24,5,1640,16,,
92,-30,2,217,11,,
93,-26,14,4097,29,,
94,-28,19,2247,37,,
95,-25,4,577,14,,
96,-22,17,1823,34,,
97,-21,8,6587,20,,
98,-28,1,189,8,,
99,-17,7,2539,19,,
100,-11,27,6759,50,,
101,-18,12,4046,26,,
102,-13,15,3025,31,,
103,-33,4,243,14,,
104,-30,15,554,30,,
105,-14,21,8607,40,,
106,25,17,139,18,,
107,-19,3,2419,12,,
108,-18,18,8153,35,,
109,-22,19,1455,37,,
110,-26,2,279,11,,
111,24,13,68,17,,
112,-13,10,3192,23,,
113,-25,21,2176,40,,
114,-29,0,187,8,,
115,-24,9,589,21,,
116,-35,17,449,34,,
117,-19,6,825,17,,
118,-3,16,4346,25,,
119,-34,7,472,19,,
120,-14,6,855,17,,
121,-32,7,317,19,,
122,-29,0,181,8,,
123,-23,7,491,19,,
124,-9,9,1866,22,,
125,-36,6,252,17,,
126,-28,10,752,23,,
127,-20,14,1830,25,,
128,-21,16,2332,33,,
129,-16,14,4396,29,,
130,-23,5,385,15,,
131,-26,6,522,17,,
132,-11,21,12036,39,,
133,-28,8,3420,20,,
134,-14,8,8237,17,,
135,-12,20,6226,39,,
136,-10,43,5749,74,,
137,-30,1,210,10,,
138,-22,3,527,12,,
139,-8,17,4123,34,,
140,-16,10,11233,23,,
141,-24,8,1901,20,,
142,-23,4,2203,14,,
143,-14,12,918,27,,
144,-25,7,1452,18,,
145,-21,16,2370,32,,
146,-19,8,849,20,,
147,-31,0,168,8,,
148,15,6,182,8,,
149,-24,11,2134,25,,
150,-29,0,187,8,,
151,-17,9,2090,22,,
152,-24,10,711,23,,
153,-23,8,484,20,,
154,-23,3,672,13,,
155,-24,8,703,20,,
156,-28,2,228,11,,
157,-28,3,249,12,,
158,-22,8,430,17,,
159,-29,26,1435,48,,
160,-5,23,6429,43,,
161,-30,6,567,17,,
162,-17,14,1899,29,,
163,4,16,16819,34,,
164,-31,6,345,17,,
165,-20,21,4416,40,,
166,-21,9,7786,22,,
167,-16,12,2005,28,,
168,-12,15,9020,31,,
169,-18,17,2833,34,,
170,-26,17,738,34,,
171,-23,7,435,18,,
172,-15,14,3122,29,,
173,26,16,16,20,,
174,-30,12,674,26,,
175,-33,5,263,16,,
176,-19,13,995,25,,
177,-18,27,5270,50,,
178,-27,3,327,13,,
179,-27,5,3440,16,,
180,-27,4,338,14,,
181,-22,9,5803,22,,
182,-20,13,3787,28,,
183,-21,6,525,17,,
184,-19,1,471,8,,
185,-29,12,628,27,,
186,-23,16,1530,32,,
187,-19,3,1164,12,,
188,-13,17,2007,37,,
189,-31,1,187,9,,
190,-23,16,13025,32,,
191,-32,1,197,10,,
192,3,6,832,8,,
193,-33,8,432,21,,
194,-11,21,18976,41,,
195,1,49,9932,110,,
196,-25,6,1859,18,,
197,-23,1,450,9,,
198,-28,3,282,13,,
199,-13,18,17764,35,,
200,-20,25,1693,46,,
201,-33,5,286,15,,
202,-24,10,2629,23,,
203,-26,6,516,17,,
204,8,71,24354,170,,
205,-23,1,1083,10,,
206,-19,10,948,23,,
207,-21,5,527,15,,
208,-26,13,884,28,,
209,-28,4,298,14,,
210,-29,1,226,10,,
211,-30,5,540,16,,
212,-19,6,1445,17,,
213,-9,17,4184,34,,
214,-16,3,282,8,,
215,-19,17,2634,34,,
216,-27,3,308,13,,
217,-24,3,1610,13,,
218,-10,24,5729,46,,
219,-29,4,515,14,,
220,-18,22,13969,42,,
221,-7,6,473,8,,
222,-6,13,1558,31,,
223,-23,17,1114,34,,
224,-22,10,1517,23,,
225,-30,1,214,10,,
226,-15,37,10928,70,,
227,-26,1,479,10,,
228,-21,19,1576,39,,
229,-29,7,348,19,,
230,-35,8,306,21,,
231,-23,7,468,19,,
232,-28,2,233,11,,
233,-34,6,307,17,,
234,-22,2,2008,11,,
235,-29,4,446,14,,
236,-29,1,179,8,,
237,-27,5,512,16,,
238,-26,1,483,10,,
239,-27,8,375,20,,
240,-25,9,497,22,,
241,-17,6,2562,17,,
242,-22,13,2141,28,,
243,-31,17,495,34,,
244,-25,5,658,16,,
245,-2,5,15574,8,,
246,-22,4,739,14,,
247,-20,18,2265,36,,
248,-21,6,1978,17,,
249,-28,2,230,11,,
250,-17,10,9671,23,,
251,-19,32,8906,60,,
252,-21,2,378,8,,
253,-25,2,1479,11,,
254,-8,40,13244,78,,
255,-28,21,1631,42,,
256,-33,11,409,27,,
257,-3,10,2825,17,,
258,-22,4,603,14,,
259,-28,7,859,19,,
260,-26,5,444,16,,
261,-31,2,220,11,,
262,1,35,13167,87,,
263,-4,14,15849,25,,
264,14,54,8579,156,,
265,-29,3,242,12,,
266,-10,36,10526,67,,
267,-13,24,6509,47,,
268,-30,8,351,21,,
269,-30,11,412,25,,
270,-16,3,483,8,,
271,-20,5,1695,16,,
272,-31,4,251,14,,
273,-20,6,745,17,,
274,-21,13,2622,28,,
275,-15,27,5452,49,,
276,-22,14,4868,29,,
277,-12,8,1808,17,,
278,-29,1,226,10,,
279,-29,3,245,12,,
280,-31,6,299,17,,
281,-18,11,8394,24,,
282,8,25,6857,33,,
283,-30,0,183,8,,
284,-35,3,218,13,,
285,-28,12,726,26,,
286,-16,10,2723,23,,
287,-19,2,420,8,,
288,-30,8,774,21,,
289,-31,6,291,17,,
290,-28,8,1772,20,,
291,-30,0,180,8,,
292,8,33,6710,102,,
293,19,37,9382,160,,
294,11,8,3352,8,,
295,16,49,8494,91,,
296,-24,11,698,25,,
297,-24,6,666,17,,
298,-22,2,1209,11,,
299,-13,16,2400,25,,
300,-23,5,891,16,,
301,-26,9,682,22,,
302,17,17,4350,18,,
303,-11,17,5734,34,,
304,-16,12,1163,26,,
305,-27,3,539,13,,
306,-29,16,584,34,,
307,3,5,1746,8,,
308,-23,17,1816,35,,
309,-13,21,5941,42,,
310,-17,7,7182,19,,
311,-18,7,2340,19,,
312,-30,3,258,13,,
313,-5,7,2516,21,,
314,-27,9,522,22,,
315,10,20,1703,24,,
316,-13,11,3999,25,,
317,-24,9,986,22,,
318,-27,8,397,20,,
319,-28,1,209,9,,
320,-27,12,720,27,,
321,-12,14,6198,29,,
322,-10,9,1173,17,,
323,-6,47,15470,98,,
324,-32,1,198,10,,
325,-25,11,2627,25,,
326,-24,7,418,18,,
327,-29,2,267,11,,
328,12,7,467,8,,
329,-27,0,289,8,,
330,-24,21,1163,43,,
331,11,30,15562,119,,
332,-29,1,314,10,,
333,-24,18,8053,35,,
334,18,31,6570,115,,
335,19,6,97,8,,
336,19,34,7003,166,,
337,11,5,336,8,,
338,-23,12,863,27,,
339,12,32,29343,145,,
340,-25,3,1274,13,,
341,-20,3,1848,13,,
342,8,20,16269,28,,
343,-15,8,2929,20,,
344,-23,11,670,25,,
345,-29,5,301,16,,
346,-29,3,226,12,,
347,-21,7,800,17,,
348,-16,9,1930,22,,
349,-5,4,518,8,,
350,-27,12,646,30,,
351,-16,9,1999,21,,
352,-26,4,481,14,,
353,-31,5,475,16,,
354,-21,19,1928,38,,
355,24,16,1375,21,,
356,-32,10,347,23,,
357,-28,1,193,8,,
358,-28,4,397,14,,
359,-30,2,236,11,,
360,26,36,3727,119,,
361,-30,1,213,10,,
362,-1,11,11619,17,,
363,-28,13,452,28,,
364,-23,12,1024,26,,
365,-33,5,235,15,,
366,10,21,4153,24,,
367,-21,26,2200,49,,
368,-7,16,3930,25,,
369,-13,41,18423,72,,
370,-30,3,422,13,,
371,-30,0,183,8,,
372,2,33,17499,49,,
373,-21,2,3403,11,,
374,-32,2,189,11,,
375,-11,3,528,8,,
376,9,41,34289,116,,
377,24,34,4642,51,,
378,13,47,14647,85,,
379,-5,48,6128,82,,
380,21,37,6576,74,,
381,7,33,3831,42,,
382,-28,4,467,14,,
383,19,19,1370,42,,
384,-31,8,579,20,,
385,12,17,4803,18,,
386,-26,13,887,27,,
387,-2,41,8030,85,,
388,13,18,9569,25,,
389,-24,5,826,16,,
390,4,25,4917,27,,
391,-17,7,1411,18,,
392,-32,3,229,13,,
393,-24,3,439,13,,
394,-31,3,232,12,,
395,-3,14,3173,32,,
396,-4,24,4293,42,,
397,-25,23,1282,44,,
398,-26,9,1582,22,,
399,-9,20,6650,39,,
400,6,26,3884,34,,
401,-28,7,476,19,,
402,8,10,1926,17,,
403,-21,6,1503,17,,
404,-31,3,247,13,,
405,-31,5,366,15,,
406,-29,5,518,15,,
407,-16,12,2884,26,,
408,17,17,4610,85,,
409,6,41,12011,71,,
410,-29,9,384,22,,
411,3,45,16137,76,,
412,24,28,5009,67,,
413,7,21,4222,22,,
414,-1,52,28895,85,,
415,-26,5,1301,16,,
416,-31,4,251,14,,
417,-28,8,572,20,,
418,-15,16,11248,32,,
419,-23,8,652,20,,
420,7,32,24440,68,,
421,5,50,5914,127,,
422,-24,17,2625,34,,
423,-29,0,189,8,,
424,14,42,40747,154,,
425,1,10,7543,17,,
426,6,39,17430,86,,
427,10,20,1998,22,,
428,10,27,28118,59,,
429,7,86,-1992270482,124,,
430,24,16,377,51,,
431,3,55,15519,128,,
432,8,26,5200,42,,
433,-25,13,1251,28,,
434,-36,8,295,20,,
435,20,42,7563,119,,
436,17,25,13837,171,,
437,20,26,2550,114,,
438,8,37,6388,59,,
439,8,49,31138,171,,
440,-29,5,393,16,,
441,7,45,13481,61,,
442,-1,34,8870,69,,
443,9,18,1450,25,,
444,-23,2,1399,12,,
445,18,37,11952,162,,
446,-23,19,2281,37,,
447,9,28,22845,136,,
448,22,34,9640,171,,
449,27,25,3291,125,,
450,20,11,268,9,,
451,12,20,3153,34,,
452,24,57,-1451,170,,
453,12,40,31496,87,,
454,18,14,2003,85,,
455,10,43,10186,74,,
456,22,23,926,93,,
457,5,86,24476,134,,
458,11,22,9723,34,,
459,23,26,2225,170,,
460,-34,12,741,27,,
461,-16,22,4052,42,,
462,7,41,26635,54,,
463,26,20,1562,51,,
464,15,34,5980,140,,
465,3,22,7088,34,,
466,8,78,-48945,126,,
467,17,14,3480,42,,
468,0,54,22799,171,,
469,-11,40,4394,70,,
470,8,45,17604,102,,
471,6,73,43945,145,,
472,11,11,3102,25,,
473,19,25,724,136,,
474,16,27,3839,33,,
475,22,26,4127,103,,
476,6,34,16194,68,,
477,12,45,31714,170,,
478,-24,3,1802,14,,
479,13,35,12442,112,,
480,11,27,3975,42,,
481,14,20,2696,23,,
482,6,60,26901,101,,
483,-28,6,334,17,,
484,13,26,9286,34,,
485,29,28,-383,139,,
486,-30,0,175,8,,
487,28,14,-36,25,,
488,10,54,21271,82,,
489,1,27,7004,56,,
490,9,22,21090,34,,
491,26,34,-1392,154,,
492,12,11,763,17,,
493,15,29,21008,170,,
494,26,23,577,64,,
495,8,64,10627,110,,
496,12,33,61972,171,,
497,18,19,3105,47,,
498,20,26,3055,128,,
499,23,33,4740,66,,
500,9,16,1234,15,,
501,2,47,40080,93,,
502,7,44,11167,114,,
503,5,34,11398,53,,
504,12,7,494,8,,
505,10,39,18161,52,,
506,22,21,2366,111,,
507,-18,2,254,8,,
508,-14,13,1294,28,,
509,-10,24,8596,51,,
510,2,27,8882,93,,
511,-25,9,1213,22,,
512,21,17,630,17,,
513,9,34,16345,136,,
514,10,44,22947,171,,
515,7,41,7762,53,,
516,4,50,19254,119,,
517,7,41,6696,63,,
518,22,18,972,110,,
519,5,54,12323,76,,
520,17,17,6593,93,,
521,11,55,35728,171,,
522,10,20,3854,23,,
523,14,18,1998,18,,
524,10,77,16987,128,,
525,26,21,25,31,,
526,-20,15,989,31,,
527,10,31,6038,58,,
528,14,24,5719,51,,
529,7,66,31105,120,,
530,1,29,7922,51,,
531,9,25,3209,29,,
532,-33,1,200,10,,
533,8,21,25458,128,,
534,19,30,6846,170,,
535,-28,10,732,24,,
536,22,22,356,29,,
537,13,55,36587,119,,
538,28,43,-1382,162,,
539,5,8,1446,8,,
540,29,18,2055,28,,
541,5,56,7267,75,,
542,9,25,21769,68,,
543,-11,14,9149,30,,
544,4,23,13527,27,,
545,-1,31,9366,39,,
546,17,23,2460,45,,
547,14,14,4028,34,,
548,5,62,12164,95,,
549,-6,45,16305,76,,
550,5,80,38269,122,,
551,11,33,14388,45,,
552,-6,5,776,8,,
553,31,28,6683,130,,
554,5,20,9001,42,,
555,19,17,-2023,17,,
556,22,22,6617,50,,
557,12,20,7232,22,,
558,-7,34,5237,61,,
559,-3,18,6241,25,,
560,4,65,71462,171,,
561,8,58,13510,103,,
562,-26,6,407,18,,
563,-17,10,2885,23,,
564,8,20,11313,25,,
565,5,49,11128,87,,
566,-2,28,3274,51,,
567,16,17,6828,18,,
568,9,8,2221,17,,
569,9,55,29826,158,,
570,13,13,746,17,,
571,2,18,1352,18,,
572,6,28,26788,35,,
573,16,36,7512,61,,
574,-35,9,341,24,,
575,8,18,8000,34,,
576,-28,1,224,9,,
577,18,44,17683,162,,
578,19,19,1276,30,,
579,5,88,16952,139,,
580,26,27,-478,144,,
581,7,18,4296,25,,
582,7,42,11789,64,,
583,-22,5,558,15,,
584,-5,23,4019,43,,
585,20,16,1025,51,,
586,7,51,10092,70,,
587,18,20,26475,102,,
588,-24,21,1034,40,,
589,6,25,11711,46,,
590,10,13,2094,12,,
591,13,38,29564,76,,
592,17,40,21762,171,,
593,13,53,34052,161,,
594,13,11,1891,8,,
595,-32,3,265,13,,
596,6,45,4928,60,,
597,17,44,6246,102,,
598,5,74,19907,106,,
599,5,36,25694,68,,
600,6,43,9875,78,,
601,6,53,20531,93,,
602,5,52,19332,87,,
603,13,48,22619,67,,
604,-3,9,8680,17,,
605,4,50,30278,68,,
606,10,26,5979,32,,
607,29,15,-2685,68,,
608,9,38,7402,79,,
609,-22,9,1468,22,,
610,-15,14,10313,29,,
611,19,15,709,42,,
612,-9,23,6322,45,,
613,20,43,8717,98,,
614,8,22,5218,24,,
615,1,6,2156,8,,
616,11,21,5909,24,,
617,9,59,30552,145,,
618,17,29,7341,153,,
619,12,10,4431,17,,
620,4,32,9263,51,,
621,-23,6,546,17,,
622,20,32,3511,102,,
623,24,27,-901,161,,
624,9,5,454,8,,
625,14,19,5230,21,,
626,-7,25,9781,46,,
627,9,26,3015,35,,
628,-8,12,6995,26,,
629,17,25,3319,42,,
630,22,29,2454,132,,
631,22,19,2821,29,,
632,4,8,1858,8,,
633,-22,7,817,19,,
634,5,91,23405,153,,
635,9,60,35214,130,,
636,-9,21,5828,41,,
637,9,50,14164,96,,
638,23,19,442,76,,
639,3,40,4010,54,,
640,14,13,-1115,10,,
641,13,32,29619,64,,
642,-24,7,564,19,,
643,19,20,1380,25,,
644,10,36,4542,49,,
645,6,79,35765,119,,
646,7,95,27716,171,,
647,10,22,3765,27,,
648,5,35,6235,49,,
649,-25,2,303,11,,
650,-15,52,17508,85,,
651,19,26,10251,126,,
652,-16,10,3462,23,,
653,9,14,7327,25,,
654,6,23,3501,27,,
655,5,20,8440,22,,
656,14,28,14121,119,,
657,-8,18,4225,36,,
658,19,29,30500,136,,
659,14,50,17144,134,,
660,13,11,11762,34,,
661,5,38,2717,49,,
662,16,12,164,9,,
663,-32,7,338,18,,
664,21,24,3889,93,,
665,9,48,14943,82,,
666,20,16,1120,93,,
667,5,69,21754,157,,
668,0,11,2416,17,,
669,27,22,-1324,89,,
670,8,32,25669,85,,
671,11,62,31800,171,,
672,7,50,6064,84,,
673,8,32,14721,85,,
674,19,25,21732,123,,
675,8,33,7651,51,,
676,21,20,1524,23,,
677,5,41,73090,136,,
678,-5,7,3776,8,,
679,-35,9,448,22,,
680,-6,31,8312,56,,
681,8,59,24816,85,,
682,18,8,242,8,,
683,8,29,3238,36,,
684,9,38,10653,50,,
685,7,35,12803,44,,
686,17,21,1936,42,,
687,7,40,11542,58,,
688,-4,31,12748,59,,
689,25,18,2157,51,,
690,-10,12,4430,27,,
691,20,17,1180,18,,
692,12,20,32647,128,,
693,6,48,37503,108,,
694,12,35,15188,59,,
695,15,18,2231,20,,
696,3,43,30960,57,,
697,8,44,39584,93,,
698,-1,27,4616,34,,
699,31,27,69,127,,
700,4,8,3663,8,,
701,-17,12,2443,26,,
702,7,38,8672,50,,
703,16,37,18262,93,,
704,-28,2,483,11,,
705,9,34,42846,162,,
706,13,34,23117,170,,
707,13,35,6940,73,,
708,13,32,41247,102,,
709,18,27,5014,73,,
710,5,47,55430,102,,
711,5,59,15759,82,,
712,-10,32,9950,59,,
713,5,22,10642,34,,
714,-7,25,4749,46,,
715,12,33,18171,128,,
