Iteration Count,Setpoint Average,Rewards Harvested,Learning Rewards Given,Seconds Elapsed,,
196,-28,3,505,13,,
197,21,29,3588,34,,
198,32,32,-1997532181,42,,
199,-5,26,2956,30,,
200,28,9,66,5,,
201,-1,29,4660,35,,
202,13,8,269,8,,
203,25,23,2255,28,,
204,30,17,843,17,,
205,16,21,427,21,,
206,21,14,740,12,,
207,28,13,368,11,,
208,14,13,554,11,,
209,20,25,2673,28,,
210,34,8,27,3,,
211,20,12,344,10,,
212,-7,27,3733,34,,
213,16,17,742,15,,
214,9,30,3414,38,,
215,16,31,4450,38,,
216,17,13,815,12,,
217,-3,29,4689,36,,
218,33,7,13,3,,
219,21,22,1950,25,,
220,12,22,2254,25,,
221,22,10,451,7,,
222,20,11,562,9,,
223,31,15,392,12,,
224,-20,36,10992,60,,
225,15,13,585,9,,
226,9,37,8309,51,,
227,-9,41,11415,60,,
228,26,12,304,10,,
229,29,16,577,14,,
230,1,38,7369,48,,
231,21,13,516,12,,
232,2,24,2078,25,,
233,20,16,675,15,,
234,24,15,679,15,,
235,20,32,4752,38,,
236,2,25,2555,29,,
237,-13,39,7440,49,,
238,21,18,956,18,,
239,9,8,280,8,,
240,23,11,220,9,,
241,20,17,1465,18,,
242,20,12,530,10,,
243,20,18,821,16,,
244,27,12,-283,10,,
245,30,7,28,3,,
246,16,14,614,12,,
247,3,39,8671,51,,
248,19,23,1754,25,,
249,21,15,440,12,,
250,-6,4,587,8,,
251,27,17,324,18,,
252,5,12,426,10,,
253,21,18,2189,19,,
254,23,18,697,15,,
255,10,17,1374,18,,
256,28,13,292,10,,
257,5,42,9631,55,,
258,11,21,2062,25,,
259,23,15,722,15,,
260,12,39,8093,52,,
261,10,31,4819,39,,
262,36,11,205,9,,
263,7,24,2783,27,,
264,32,11,119,7,,
265,19,17,695,15,,
266,-8,3,330,8,,
267,20,14,1853,14,,
268,14,20,1325,20,,
269,20,22,1703,23,,
270,28,18,756,16,,
